backward_allocated_delta_bytes,backward_allocated_end_bytes,backward_allocated_start_bytes,backward_global_peak_allocated_after_bytes,backward_global_peak_reserved_after_bytes,backward_milliseconds,backward_peak_allocated_bytes,backward_peak_allocated_delta_bytes,backward_peak_reserved_bytes,backward_peak_reserved_delta_bytes,backward_process_rss_delta_bytes,backward_process_rss_end_bytes,backward_process_rss_peak_end_bytes,backward_process_rss_start_bytes,backward_process_virtual_memory_delta_bytes,backward_process_virtual_memory_end_bytes,backward_process_virtual_memory_start_bytes,backward_reserved_delta_bytes,backward_reserved_end_bytes,backward_reserved_start_bytes,backward_reserved_unallocated_bytes,forward_allocated_delta_bytes,forward_allocated_end_bytes,forward_allocated_start_bytes,forward_backward_milliseconds,forward_global_peak_allocated_after_bytes,forward_global_peak_reserved_after_bytes,forward_milliseconds,forward_peak_allocated_bytes,forward_peak_allocated_delta_bytes,forward_peak_reserved_bytes,forward_peak_reserved_delta_bytes,forward_process_rss_delta_bytes,forward_process_rss_end_bytes,forward_process_rss_peak_end_bytes,forward_process_rss_start_bytes,forward_process_virtual_memory_delta_bytes,forward_process_virtual_memory_end_bytes,forward_process_virtual_memory_start_bytes,forward_reserved_delta_bytes,forward_reserved_end_bytes,forward_reserved_start_bytes,forward_reserved_unallocated_bytes,heartbeat_dataloader_fetch_milliseconds,heartbeat_optimizer_step_milliseconds,heartbeat_training_step_milliseconds,is_warmup,loss,measured_step,optimizer_update_side_milliseconds,peak_allocated_hbm_bytes,peak_reserved_hbm_bytes,process_rss_end_bytes,process_rss_peak_bytes,profiled_training_step_milliseconds,raw_step,reserved_unallocated_bytes,step,step_milliseconds,step_milliseconds_source,trainer_e2e_end_seconds,trainer_e2e_end_source,trainer_e2e_start_seconds,trainer_e2e_step_milliseconds,trainer_elapsed_seconds,training_step_allocated_delta_bytes,training_step_allocated_end_bytes,training_step_allocated_start_bytes,training_step_global_peak_allocated_after_bytes,training_step_global_peak_reserved_after_bytes,training_step_milliseconds,training_step_peak_allocated_bytes,training_step_peak_allocated_delta_bytes,training_step_peak_reserved_bytes,training_step_peak_reserved_delta_bytes,training_step_process_rss_delta_bytes,training_step_process_rss_end_bytes,training_step_process_rss_peak_end_bytes,training_step_process_rss_start_bytes,training_step_process_virtual_memory_delta_bytes,training_step_process_virtual_memory_end_bytes,training_step_process_virtual_memory_start_bytes,training_step_reserved_delta_bytes,training_step_reserved_end_bytes,training_step_reserved_start_bytes,training_step_reserved_unallocated_bytes
3456048128,13604359680,10148311552,15126917632,20329791488,5178.225839976221,15126917632,4978606080,20329791488,0,56623104,173167017984,213672263680,173110394880,131072,726198976512,726198845440,0,20329791488,20329791488,5202873856,3397478912,10148311552,6750832640,9994.667534949258,13899068416,20329791488,4816.441694973037,13899068416,7148235776,20329791488,0,1388249088,173110394880,213672263680,171722145792,1729298432,726197731328,724468432896,0,20329791488,20329791488,6430723072,157.14499999999987,4959.489999999988,10081.300999999996,True,1.389990210533142,0,5450.295465050744,15126917632,20329791488,173167017984,213672263680,10036.87983599957,1,5202873856,1,15444.963000000002,heartbeat_dataloader_interval,100.214696,next_dataloader_batch_fetch_start,84.769733,15444.963000000002,100.214696,6817842688,13568675328,6750832640,15126917632,20329791488,10036.87983599957,15126917632,8376084992,20329791488,0,1444872192,173167017984,213672263680,171722145792,1730543616,726198976512,724468432896,0,20329791488,20329791488,5202873856
3422493696,13604360704,10181867008,15160473088,20329791488,1284.1677620308474,15160473088,4978606080,20329791488,0,0,205209272320,213672263680,205209272320,0,741989416960,741989416960,0,20329791488,20329791488,5169318400,3363923456,10181867008,6817943552,1930.6506520370021,13932623872,20329791488,646.4828900061548,13932623872,7114680320,20329791488,0,113246208,205209272320,213672263680,205096026112,327680,741988368384,741988040704,0,20329791488,20329791488,6397167616,3.844999999998322,1015.4160000000019,2017.825000000002,True,1.3416208028793335,0,1334.2623479629906,15160473088,20329791488,205209272320,213672263680,1976.536744972691,2,5169318400,2,3264.9129999999927,heartbeat_dataloader_interval,103.479609,next_dataloader_batch_fetch_start,100.214696,3264.9129999999927,103.479609,6750732800,13568676352,6817943552,15160473088,20329791488,1976.536744972691,15160473088,8342529536,20329791488,0,113246208,205209272320,213672263680,205096026112,1376256,741989416960,741988040704,0,20329791488,20329791488,5169318400
3422493696,13604360704,10181867008,15160473088,20329791488,1284.5279859611765,15160473088,4978606080,20329791488,0,0,205247021056,213672263680,205247021056,0,741990465536,741990465536,0,20329791488,20329791488,5169318400,3363923456,10181867008,6817943552,1936.160220997408,13932623872,20329791488,651.6322350362316,13932623872,7114680320,20329791488,0,18874368,205247021056,213672263680,205228146688,0,741989416960,741989416960,0,20329791488,20329791488,6397167616,3.7290000000069767,991.4819999999906,2020.2699999999963,True,2.408641815185547,0,1301.2947790025892,15160473088,20329791488,205247021056,213672263680,1982.2015470126644,3,5169318400,3,3237.454999999997,heartbeat_dataloader_interval,106.717064,next_dataloader_batch_fetch_start,103.479609,3237.454999999997,106.717064,6750732800,13568676352,6817943552,15160473088,20329791488,1982.2015470126644,15160473088,8342529536,20329791488,0,18874368,205247021056,213672263680,205228146688,1048576,741990465536,741989416960,0,20329791488,20329791488,5169318400
3422493696,13604360704,10181867008,15160473088,20329791488,8452.632277971134,15160473088,4978606080,20329791488,0,0,205265895424,213672263680,205265895424,0,741992235008,741992235008,0,20329791488,20329791488,5169318400,3363923456,10181867008,6817943552,16685.657061985694,13932623872,20329791488,8233.02478401456,13932623872,7114680320,20329791488,0,18874368,205265895424,213672263680,205247021056,720896,741991186432,741990465536,0,20329791488,20329791488,6397167616,3.2450000000068258,995.750000000001,16796.045000000006,True,2.223973512649536,0,1347.6849380143103,15160473088,20329791488,205265895424,213672263680,16761.20806101244,4,5169318400,4,18033.342000000004,heartbeat_dataloader_interval,124.750406,next_dataloader_batch_fetch_start,106.717064,18033.342000000004,124.750406,6750732800,13568676352,6817943552,15160473088,20329791488,16761.20806101244,15160473088,8342529536,20329791488,0,18874368,205265895424,213672263680,205247021056,1769472,741992235008,741990465536,0,20329791488,20329791488,5169318400
3422493696,13604360704,10181867008,15160473088,20329791488,1246.354790055193,15160473088,4978606080,20329791488,0,0,205284769792,213672263680,205284769792,0,741992235008,741992235008,0,20329791488,20329791488,5169318400,3363923456,10181867008,6817943552,1887.0537750190124,13932623872,20329791488,640.6989849638194,13932623872,7114680320,20329791488,0,18874368,205284769792,213672263680,205265895424,0,741992235008,741992235008,0,20329791488,20329791488,6397167616,3.862999999995509,988.9779999999888,1969.5219999999977,True,1.6568948030471802,0,1294.7482249809923,15160473088,20329791488,205284769792,213672263680,1931.6998369758949,5,5169318400,5,3181.8020000000047,heartbeat_dataloader_interval,127.932208,next_dataloader_batch_fetch_start,124.750406,3181.8020000000047,127.932208,6750732800,13568676352,6817943552,15160473088,20329791488,1931.6998369758949,15160473088,8342529536,20329791488,0,18874368,205284769792,213672263680,205265895424,0,741992235008,741992235008,0,20329791488,20329791488,5169318400
3422493696,13604360704,10181867008,15160473088,20329791488,1195.4810780007392,15160473088,4978606080,20329791488,0,0,205303644160,213672263680,205303644160,0,741992235008,741992235008,0,20329791488,20329791488,5169318400,3363923456,10181867008,6817943552,1786.6349909454584,13932623872,20329791488,591.1539129447192,13932623872,7114680320,20329791488,0,18874368,205303644160,213672263680,205284769792,0,741992235008,741992235008,0,20329791488,20329791488,6397167616,3.310999999996511,990.2700000000095,1862.2439999999897,False,1.4429852962493896,1,1341.5780090545295,15160473088,20329791488,205303644160,213672263680,1827.3625569418073,6,5169318400,1,3128.212999999988,heartbeat_dataloader_interval,131.060421,trainer_end,127.932208,3128.212999999988,131.060421,6750732800,13568676352,6817943552,15160473088,20329791488,1827.3625569418073,15160473088,8342529536,20329791488,0,18874368,205303644160,213672263680,205284769792,0,741992235008,741992235008,0,20329791488,20329791488,5169318400
