epoch,phase,node0_memfree_kb,global_memavailable_kb,top_py_pid,top_py_vmrss_kb
1785933788,p352,298482752,1301057856,0,0
1785933792,p352,297562688,1300356544,0,0
1785933795,p352,296544192,1299581248,0,0
1785933799,p352,295790848,1299075328,0,0
1785933803,p352,294860608,1298369600,0,0
1785933806,p352,294010304,1297821312,0,0
1785933810,p352,293077632,1296947264,0,0
1785933814,p352,292573888,1296451904,0,0
1785933818,p352,291827712,1295700992,0,0
1785933822,p352,290726080,1294600256,0,0
1785933825,p352,290104128,1293980672,0,0
1785933829,p352,289228672,1293230016,0,0
1785933833,p352,288199104,1292245568,0,0
1785933837,p352,284782464,1284853120,0,0
1785933841,p352,260568704,1256349888,0,0
1785933845,p352,259285952,1249827200,0,0
1785933849,p352,257393600,1223294016,0,0
1785933853,p352,250459968,1199900096,0,0
1785933857,p352,237053120,1147298624,0,0
1785933862,p352,223875072,1129924736,0,0
1785933866,p352,210834048,1116871360,0,0
1785933870,p352,195499456,1101515904,0,0
1785933874,p352,178602752,1084621056,0,0
1785933878,p352,163088896,1069119616,0,0
1785933882,p352,150444864,1056479296,0,0
1785933886,p352,137851968,1043889728,0,0
1785933890,p352,125446080,1031480640,0,0
1785933894,p352,112610240,1018632128,0,0
1785933898,p352,98017344,1004045824,0,0
1785933902,p352,83047104,989085120,0,0
1785933907,p352,77487872,983517824,0,0
1785933911,p352,62037696,963839552,0,0
1785933915,p352,46364864,948169984,0,0
1785933919,p352,33430976,935256000,0,0
1785933923,p352,20614784,922443456,0,0
1785933927,p352,15712192,917140864,0,0
1785933931,p352,11148416,910815808,0,0
1785933935,p352,11656640,906198528,0,0
1785933943,p352,11301760,902027520,0,0
1785933948,p352,13604096,900311360,0,0
1785933952,p352,16338496,889679360,0,0
1785933956,p352,15197184,876078144,0,0
1785933960,p352,16670720,865237504,0,0
1785933964,p352,16906496,852907264,0,0
1785933968,p352,15574080,839760896,0,0
1785933972,p352,13574912,828255232,0,0
1785933975,p352,14916160,810314368,0,0
1785933979,p352,14924672,797185280,0,0
1785933984,p352,15434880,783528704,0,0
1785933988,p352,13969856,769314368,0,0
1785933992,p352,17746432,757098496,0,0
1785933995,p352,12024192,740565888,0,0
1785933999,p352,12651392,723100352,0,0
1785934003,p352,13827008,709892544,0,0
1785934007,p352,14906048,697872064,0,0
1785934011,p352,14340544,684083712,0,0
1785934015,p352,15278016,676026496,0,0
1785934019,p352,12539584,670998656,0,0
1785934023,p352,16078720,669687488,0,0
1785934027,p352,20249088,674047872,0,0
1785934031,p348,25264256,680550720,0,0
1785934034,p348,204196544,1200104576,0,0
1785934038,p348,463982656,1691075008,0,0
1785934041,p348,464002560,1697463616,0,0
1785934045,p348,464022720,1697146368,0,0
1785934048,p348,464062656,1696966336,0,0
1785934052,p348,463210240,1696083584,0,0
1785934055,p348,463203520,1695789056,0,0
1785934059,p348,463227136,1695594496,0,0
1785934062,p348,463184704,1695317440,0,0
1785934066,p348,463174720,1694895424,0,0
1785934069,p348,463077120,1694270528,0,0
1785934073,p348,463071552,1693842176,0,0
1785934077,p348,462677952,1692300736,0,0
1785934080,p348,459861888,1682989184,0,0
1785934084,p348,457279488,1677210368,0,0
1785934087,p348,456312960,1675423808,0,0
1785934091,p348,454662400,1672800320,0,0
1785934095,p348,454289408,1672648896,0,0
1785934098,p348,453620480,1672123392,0,0
1785934102,p348,453708864,1675045760,0,0
1785934105,p348,453724992,1675244928,0,0
1785934109,p348,453814848,1675397184,0,0
1785934112,p348,458147712,1684894784,0,0
1785934116,p348,458163072,1685378560,0,0
1785934119,p348,458129088,1685624384,0,0
1785934123,p348,457701952,1684522048,0,0
1785934127,p348,457051136,1680659648,0,0
1785934130,p348,456272064,1678970688,0,0
1785934134,p348,455650816,1677684096,0,0
1785934138,p348,455207680,1676237888,0,0
1785934141,p348,455072384,1675702272,0,0
1785934145,p348,455038656,1675170880,0,0
1785934148,p348,455049664,1674683008,0,0
1785934152,p348,455034176,1673966144,0,0
1785934156,p348,454950208,1673109184,0,0
1785934159,p348,455053952,1672297472,0,0
1785934163,p348,455048704,1671441216,0,0
1785934167,p348,455079296,1670806848,0,0
1785934170,p348,455121472,1669948224,0,0
1785934174,p348,455118976,1666167360,0,0
1785934178,p348,455054016,1667682176,0,0
1785934182,p348,435946176,1655361152,0,0
1785934187,p348,350267456,1571617856,0,0
1785934191,p348,265342592,1486116544,0,0
1785934195,p348,198704000,1409854208,0,0
1785934199,p348,203411264,1399993472,0,0
1785934202,p348,212778368,1396976768,0,0
1785934206,p348,219827840,1387008064,0,0
1785934210,p348,229061248,1385422848,0,0
1785934213,p348,238071872,1378320704,0,0
1785934217,p348,247268480,1371490304,0,0
1785934221,p348,256673792,1364992768,0,0
1785934224,p348,266101760,1358403584,0,0
1785934228,p348,275558144,1348684864,0,0
1785934232,p348,284924992,1340939136,0,0
1785934235,p348,296329856,1338456512,0,0
1785934239,p348,305826944,1326693376,0,0
1785934243,p348,317157120,1320003072,0,0
1785934247,p348,312602688,1313391040,0,0
1785934250,p348,312307712,1315370752,0,0
1785934254,p348,311546176,1314199936,0,0
1785934258,p348,311080192,1313489728,0,0
1785934261,p348,310407232,1312730944,0,0
1785934265,p348,310023040,1312145664,0,0
1785934269,p348,309487936,1311434496,0,0
1785934272,p348,309136320,1310887360,0,0
1785934276,p348,309033600,1310688384,0,0
1785934280,p348,309204864,1310550528,0,0
1785934283,p348,309120384,1310234688,0,0
1785934287,p348,308949120,1309914560,0,0
1785934291,p348,308819456,1309776448,0,0
1785934294,p348,308714880,1309678528,0,0
1785934298,p348,308686144,1309600384,0,0
1785934302,p348,308537792,1309496256,0,0
1785934305,p348,308298432,1309239424,0,0
1785934309,p348,308233472,1309185984,0,0
1785934313,p348,308294784,1309239424,0,0
1785934316,p348,308269184,1309208448,0,0
1785934320,p348,308077888,1308949120,0,0
1785934324,p348,307988224,1308915840,0,0
1785934328,p348,308176512,1309100864,0,0
1785934332,p348,308074048,1308969024,0,0
1785934335,p348,307779008,1308613056,0,0
1785934339,p348,307506944,1308405696,0,0
1785934343,p348,307389120,1308307776,0,0
1785934346,p348,307329792,1308342208,0,0
1785934350,p348,307281216,1308368640,0,0
1785934354,p348,307389248,1308489024,0,0
1785934357,p348,307351232,1308461824,0,0
1785934361,p348,307367040,1308303488,0,0
1785934365,p348,307349568,1308270272,0,0
1785934368,p348,307262976,1308341504,0,0
1785934372,p348,307315648,1308446976,0,0
1785934376,p348,307348224,1308533696,0,0
1785934379,p348,307147456,1308195072,0,0
1785934383,p348,306818816,1307795264,0,0
1785934387,p348,306479872,1307631680,0,0
1785934391,p348,305584192,1306922688,0,0
1785934395,p348,304481728,1306231616,0,0
1785934399,p348,303811136,1305902016,0,0
1785934403,p348,302868800,1305316032,0,0
1785934407,p348,301643712,1304425472,0,0
1785934411,p348,300845504,1304002304,0,0
1785934415,p348,299744896,1303052352,0,0
1785934419,p348,299184768,1302486592,0,0
1785934422,p348,298780608,1302104256,0,0
1785934426,p348,298563776,1301873024,0,0
1785934430,p348,298253504,1301560320,0,0
1785934434,p348,297753344,1301177664,0,0
1785934438,p348,297464128,1300899904,0,0
1785934442,p348,296782656,1300225536,0,0
1785934445,p348,296226752,1299677568,0,0
1785934449,p348,295750912,1299201664,0,0
1785934453,p348,295112064,1298572672,0,0
1785934457,p348,294792704,1298255488,0,0
1785934461,p348,294447040,1297993728,0,0
1785934465,p348,293802048,1297301760,0,0
1785934469,p348,293135040,1296638144,0,0
1785934473,p348,292485248,1295982528,0,0
1785934477,p348,291748224,1295247296,0,0
1785934481,p348,290965888,1294459968,0,0
1785934485,p348,290240000,1293734976,0,0
1785934489,p348,289615296,1293115712,0,0
1785934493,p348,288584000,1292190080,0,0
1785934497,p348,288133504,1291798720,0,0
1785934502,p348,285763008,1285459008,0,0
1785934506,p348,262526912,1262240192,0,0
1785934510,p348,260550720,1250889856,0,0
1785934514,p348,258067584,1224059200,0,0
1785934518,p348,250378176,1203400128,0,0
1785934522,p348,245265664,1156229056,0,0
1785934526,p348,240683968,1147472256,0,0
1785934530,p348,235705088,1142474624,0,0
1785934533,p348,227777408,1134566080,0,0
1785934537,p348,223303680,1130092928,0,0
1785934541,p348,218789632,1125579008,0,0
1785934545,p348,212772736,1119552512,0,0
1785934549,p348,205401536,1112202240,0,0
1785934553,p348,201074304,1107873472,0,0
1785934557,p348,197151552,1103950720,0,0
1785934561,p348,190304448,1097092928,0,0
1785934565,p348,184592448,1091388800,0,0
1785934569,p348,180407808,1083032128,0,0
1785934573,p348,175991232,1078611264,0,0
1785934577,p348,167791040,1070410112,0,0
1785934581,p348,163514688,1066135808,0,0
1785934585,p348,159433216,1062059008,0,0
1785934588,p348,150857408,1053475904,0,0
1785934593,p348,146613760,1049233280,0,0
1785934597,p348,142374272,1044998528,0,0
1785934601,p348,134022720,1036646976,0,0
1785934605,p348,129682752,1032303104,0,0
1785934609,p348,125184384,1023633280,0,0
1785934613,p348,116950016,1015397248,0,0
1785934617,p348,112473536,1010915712,0,0
1785934621,p348,108098752,1006549248,0,0
1785934625,p348,99691136,998134976,0,0
1785934629,p348,95575360,994026112,0,0
1785934633,p348,91457024,989911360,0,0
1785934637,p348,83598656,982030976,0,0
1785934641,p348,78927296,977375872,0,0
1785934645,p348,74796160,973253248,0,0
1785934649,p348,68698496,967130240,0,0
1785934653,p348,62121280,956389696,0,0
1785934657,p348,57894720,952183232,0,0
1785934661,p348,51470144,945727744,0,0
1785934665,p348,45447040,939728192,0,0
1785934669,p348,41272512,935547200,0,0
1785934673,p348,35739968,930006528,0,0
1785934677,p348,29048256,923325504,0,0
1785934681,p348,24822208,919102336,0,0
1785934685,p348,20585856,914873024,0,0
1785934689,p348,12082880,905270080,0,0
1785934694,p348,11745664,903759616,0,0
1785934698,p348,11029184,895817984,0,0
1785934701,p348,11047936,899932224,0,0
1785934706,p348,11006272,888777984,0,0
1785934712,p348,11137024,861096640,0,0
1785934716,p348,11016448,823162688,0,0
1785934720,p348,21589568,771744896,0,0
1785934723,p348,24171648,745657344,0,0
1785934727,p348,23269120,743293440,0,0
1785934731,p348,23227776,742188032,0,0
1785934734,p348,23229248,741232960,0,0
1785934738,p348,23230848,740656384,0,0
1785934741,p348,23232448,740204800,0,0
1785934745,p348,23234752,739815360,0,0
1785934749,p348,23235904,739436288,0,0
1785934752,p348,23237376,739183616,0,0
1785934756,p348,22466368,738313408,0,0
1785934760,p348,21658880,737494912,0,0
1785934763,p348,20863872,736707264,0,0
1785934767,p348,20006656,735947712,0,0
1785934770,p348,19297408,735281024,0,0
1785934774,p348,18384512,734315840,0,0
1785934778,p348,17476160,733373440,0,0
1785934781,p348,16976512,732942656,0,0
1785934785,p348,16901760,732850240,0,0
1785934789,p348,16772608,732775936,0,0
1785934792,p348,16769600,732784448,0,0
1785934796,p348,16775232,732864256,0,0
1785934800,p348,16664064,732784384,0,0
1785934803,p348,16673088,732755904,0,0
1785934807,p348,16724032,732821568,0,0
1785934810,p348,16746944,732930560,0,0
1785934814,p348,16646528,732872960,0,0
1785934818,p348,16580800,732772416,0,0
1785934821,p348,16515328,732784064,0,0
1785934825,p348,16548032,732876736,0,0
1785934828,p348,16593664,732810240,0,0
1785934832,p348,16522688,732666240,0,0
1785934836,p348,16458688,732472128,0,0
1785934839,p348,16494272,732485760,0,0
1785934843,p348,16342208,732404352,0,0
1785934847,p348,16341376,732353472,0,0
1785934850,p348,16340928,732402368,0,0
1785934854,p348,16289920,732440320,0,0
1785934857,p348,16401024,732585920,0,0
1785934861,p348,16334848,732712704,0,0
1785934865,p348,15928640,732210560,0,0
1785934868,p348,16036096,732261376,0,0
1785934872,p348,15968768,732010816,0,0
1785934875,p348,15965760,732057600,0,0
1785934879,p348,15946048,731997376,0,0
1785934883,p348,16081472,732176000,0,0
1785934886,p348,16038400,732103872,0,0
1785934890,p348,16100032,732115136,0,0
1785934893,p348,16079488,732136448,0,0
1785934897,p348,16054144,731920704,0,0
1785934901,p348,16083840,732028992,0,0
1785934904,p348,16123328,732084288,0,0
1785934908,p348,16103872,731956928,0,0
1785934911,p348,16120000,731984256,0,0
1785934915,p348,16230272,732136768,0,0
1785934919,p348,16302336,732242880,0,0
1785934922,p348,16338304,732240384,0,0
1785934926,p348,16370240,732066240,0,0
1785934929,p348,16344384,731975808,0,0
1785934933,p348,16390272,731981248,0,0
1785934937,p348,16343552,732019264,0,0
1785934940,p348,16322304,731888064,0,0
1785934944,p348,16320000,731962944,0,0
1785934947,p348,16337664,732106624,0,0
1785934951,p348,16340736,732057856,0,0
1785934955,p348,16435968,732206016,0,0
1785934958,p348,16501376,732244800,0,0
1785934962,p348,16551872,732337600,0,0
1785934966,p348,16514752,732274304,0,0
1785934969,p348,16457344,732263680,0,0
1785934973,p348,16526208,732393664,0,0
1785934976,p348,16465984,732372032,0,0
1785934980,p348,16424768,732389632,0,0
1785934984,p348,16394240,732376960,0,0
1785934987,p348,16412608,732302912,0,0
1785934991,p348,16432448,732381184,0,0
1785934994,p348,16532800,732459136,0,0
1785934998,p348,16491328,732411584,0,0
1785935002,p348,16488704,732322176,0,0
1785935005,p348,16548288,732436160,0,0
1785935009,p348,16476096,732326848,0,0
1785935012,p348,16469888,732178496,0,0
1785935016,p348,16508352,732254336,0,0
1785935020,p348,16536960,732212224,0,0
1785935023,p348,16603776,732189952,0,0
1785935027,p348,16598976,732160960,0,0
1785935031,p348,16542208,732142336,0,0
1785935034,p348,16552384,732073600,0,0
1785935038,p348,16521408,732050048,0,0
1785935041,p348,16608640,732178816,0,0
1785935045,p348,16558784,732118784,0,0
1785935049,p348,16551488,732233344,0,0
1785935052,p348,16494976,732143424,0,0
1785935056,p348,16430464,732186816,0,0
1785935059,p348,16394944,732047232,0,0
1785935063,p348,16412224,732034752,0,0
1785935067,p348,16463616,732220992,0,0
1785935070,p348,16540032,732241920,0,0
1785935074,p348,16547200,732284160,0,0
1785935077,p348,16504960,732253248,0,0
1785935081,p348,16468800,732177216,0,0
1785935085,p348,16406400,732067968,0,0
1785935088,p348,16476928,732092480,0,0
1785935092,p348,16470080,732146240,0,0
1785935095,p348,16497536,732244096,0,0
1785935099,p348,16638912,732317696,0,0
1785935103,p348,16567040,732277312,0,0
1785935106,p348,16529536,732255872,0,0
1785935110,p348,16467968,732247232,0,0
1785935113,p348,16448960,732107136,0,0
1785935117,p348,16448192,732146624,0,0
1785935121,p348,16469696,732294400,0,0
1785935124,p348,16347968,732340352,0,0
1785935128,p348,16378496,732327808,0,0
1785935131,p348,16385728,732347712,0,0
1785935135,p348,16382208,732386816,0,0
1785935139,p348,16326464,732379968,0,0
1785935142,p348,16408256,732356800,0,0
1785935146,p348,16457024,732361728,0,0
1785935149,p348,16338560,732079680,0,0
1785935153,p348,16450304,732218816,0,0
1785935157,p348,16445824,732175808,0,0
1785935160,p348,16612480,732369024,0,0
1785935164,p348,16496128,732270592,0,0
1785935168,p348,16510272,732273472,0,0
1785935171,p348,16518976,732236992,0,0
1785935175,p348,16555776,732303488,0,0
1785935178,p348,16575424,732368960,0,0
1785935182,p348,16485184,732176192,0,0
1785935186,p348,16454592,732208640,0,0
1785935189,p348,16486784,732265088,0,0
1785935193,p348,16314112,732125248,0,0
1785935196,p348,16412736,732200448,0,0
1785935200,p348,16419328,732386816,0,0
1785935204,p348,16374272,732286720,0,0
1785935207,p348,16414848,732347520,0,0
1785935211,p348,16434880,732363008,0,0
1785935215,p348,16434752,732377920,0,0
1785935218,p348,16435840,732360448,0,0
1785935222,p348,16371584,732442432,0,0
1785935226,p348,16370368,732395264,0,0
1785935229,p348,16354304,732284672,0,0
1785935233,p348,16391488,732257408,0,0
1785935236,p348,16348992,732187392,0,0
1785935240,p348,16451456,732298880,0,0
1785935244,p348,16469824,732357248,0,0
1785935247,p348,16489728,732352128,0,0
1785935251,p348,16469120,732340736,0,0
1785935254,p348,16341760,732158464,0,0
1785935258,p348,16356288,732212608,0,0
1785935262,p348,16224576,732117568,0,0
1785935265,p348,16222784,732070272,0,0
1785935269,p348,16270080,732024320,0,0
1785935273,p348,16342336,732149888,0,0
1785935276,p348,16271488,732016576,0,0
1785935280,p348,16236672,732065920,0,0
1785935283,p348,16305856,732165824,0,0
1785935287,p348,16289728,732137024,0,0
1785935291,p348,16213120,732203840,0,0
1785935294,p348,16269440,732241344,0,0
1785935298,p348,16349120,732299520,0,0
1785935301,p348,16297600,732196544,0,0
1785935305,p348,16357632,732260928,0,0
1785935309,p348,16297792,732305344,0,0
1785935312,p348,16225280,732219904,0,0
1785935316,p348,16208384,732092864,0,0
1785935320,p348,16252864,732092544,0,0
1785935323,p348,16216960,732128512,0,0
1785935327,p348,16150848,732072640,0,0
1785935330,p348,16145920,732066176,0,0
1785935334,p348,16113664,732198976,0,0
1785935338,p348,16055936,732103872,0,0
1785935341,p348,16042112,732111808,0,0
1785935345,p348,16060480,732150592,0,0
1785935348,p348,15997952,731942144,0,0
1785935352,p348,15901120,731771136,0,0
1785935356,p348,15857152,731661888,0,0
1785935359,p348,15895808,731788928,0,0
1785935363,p348,15878528,731670912,0,0
1785935367,p348,15873664,731621376,0,0
1785935370,p348,15906240,731692160,0,0
1785935374,p348,15951232,731645696,0,0
1785935377,p348,15991104,731536576,0,0
1785935381,p348,16063232,731688768,0,0
1785935385,p348,16084480,731835008,0,0
1785935388,p348,16170816,731859520,0,0
1785935392,p348,16136064,731848192,0,0
1785935395,p348,16155776,731960704,0,0
1785935399,p348,16113600,732046592,0,0
1785935403,p348,16121152,732053504,0,0
1785935406,p348,16115584,731968512,0,0
1785935410,p348,16144768,732018368,0,0
1785935414,p348,16134912,732052864,0,0
1785935417,p348,16083072,732030208,0,0
1785935421,p348,16048704,731975808,0,0
1785935424,p348,16114304,732032448,0,0
1785935428,p348,16054656,731930432,0,0
1785935432,p348,16116288,731982592,0,0
1785935435,p348,16088384,731971200,0,0
1785935439,p348,16053376,731817856,0,0
1785935443,p348,16099840,731816704,0,0
1785935446,p348,16195200,731897536,0,0
1785935450,p348,16187456,731943040,0,0
1785935453,p348,16275328,732056704,0,0
1785935457,p348,16153728,731779392,0,0
1785935461,p348,16228352,731912256,0,0
1785935464,p348,16329472,732045824,0,0
1785935468,p348,16303168,732010432,0,0
1785935472,p348,16262464,731988544,0,0
1785935475,p348,16272128,731915904,0,0
1785935479,p348,16246976,731898624,0,0
1785935482,p348,16314368,732027584,0,0
1785935486,p348,16363008,732240704,0,0
1785935490,p348,16343680,732127040,0,0
1785935493,p348,16355712,732130816,0,0
1785935497,p348,16335872,732041216,0,0
1785935500,p348,16322624,732041664,0,0
1785935504,p348,16379136,732301632,0,0
1785935508,p348,16415296,732443456,0,0
1785935511,p348,16450368,732450624,0,0
1785935515,p348,16385344,732416704,0,0
1785935519,p348,16365184,732380480,0,0
1785935522,p348,16313344,732313024,0,0
1785935526,p348,16238208,732215552,0,0
1785935530,p348,16321280,732299648,0,0
1785935534,p348,14388928,728875840,0,0
1785935537,p348,14959360,726948544,0,0
1785935541,p348,13527872,726031296,0,0
1785935544,p348,12498432,724907136,0,0
1785935548,p348,12009024,723771328,0,0
1785935552,p348,12011328,722536128,0,0
1785935556,p348,12013824,721416128,0,0
1785935560,p348,12015744,720719104,0,0
1785935563,p348,14744384,723809728,0,0
1785935567,p348,13614976,722702080,0,0
1785935571,p348,12715456,721818944,0,0
1785935574,p348,12017728,720982592,0,0
1785935578,p348,12004864,719842048,0,0
1785935582,p348,12007808,719149504,0,0
1785935586,p348,12008768,718596608,0,0
1785935589,p348,14452800,721472256,0,0
1785935593,p348,13659648,720637568,0,0
1785935597,p348,12811200,719802752,0,0
1785935600,p348,12020032,718878656,0,0
1785935604,p348,12011328,718080576,0,0
1785935608,p348,12012864,717559936,0,0
1785935612,p348,12014400,716915520,0,0
1785935616,p348,12015936,716667136,0,0
1785935619,p348,14992960,720244480,0,0
1785935623,p348,14046400,719303808,0,0
1785935627,p348,13197952,718462336,0,0
1785935630,p348,12810304,718088768,0,0
1785935634,p348,12346048,717619136,0,0
1785935637,p348,12020928,717308992,0,0
1785935641,p348,12095424,717322688,0,0
1785935645,p348,12006272,717015680,0,0
1785935649,p348,12007040,716417600,0,0
1785935653,p348,12008960,715826944,0,0
1785935657,p348,12011072,715693312,0,0
1785935660,p348,12011840,715358656,0,0
1785935664,p348,12013376,715025216,0,0
1785935668,p348,12014720,714710144,0,0
1785935672,p348,14027648,716895168,0,0
1785935675,p348,13320960,716205312,0,0
1785935679,p348,14355968,713366720,0,0
1785935682,p348,13535424,712526848,0,0
1785935686,p348,13122496,712129536,0,0
1785935689,p348,12758592,711759488,0,0
1785935693,p348,12357696,710833408,0,0
1785935697,p348,12011200,710033600,0,0
1785935701,p348,12013120,709732160,0,0
1785935704,p348,12014784,709590720,0,0
1785935708,p348,12015616,709158848,0,0
1785935712,p348,12017728,709055872,0,0
1785935716,p348,12017920,708804736,0,0
1785935720,p348,12013248,708888960,0,0
1785935724,p348,13966144,711368768,0,0
1785935727,p348,13118656,710533376,0,0
1785935731,p348,13115008,710541568,0,0
1785935734,p348,12932032,710372608,0,0
1785935738,p348,12729216,710178880,0,0
