epoch,phase,node0_memfree_kb,global_memavailable_kb,top_rss_kb
1785941231,t3x364000,303171776,1305092672,637314816
1785941233,t3x364000,302801664,1304934592,637867776
1785941235,t3x364000,302243136,1304556800,638605056
1785941237,t3x364000,301457408,1304036352,639268608
1785941239,t3x364000,300976832,1303773120,639858432
1785941241,t3x364000,300479808,1303464448,635605760
1785941243,t3x364000,300082816,1303239936,636048128
1785941245,t3x364000,299159040,1299986432,635224448
1785941247,t3x364000,299972416,1301027712,635393728
1785941249,t3x364000,291840640,1291149952,648074944
1785941251,t3x364000,274630144,1273905984,667889344
1785941253,t3x364000,272286592,1267317248,669343744
1785941255,t3x364000,271435328,1261277888,670187968
1785941258,t3x364000,270627264,1247404160,670372288
1785941260,t3x364000,269709440,1234152512,670482880
1785941262,t3x364000,268940992,1233386176,670482880
1785941264,t3x364000,261942592,1214428032,676657600
1785941266,t3x364000,256985408,1163929216,681025984
1785941268,t3x364000,252389184,1159338944,685228480
1785941270,t3x364000,247454528,1150025408,689596864
1785941272,t3x364000,241380416,1143944512,695863744
1785941274,t3x364000,236086976,1138644672,700766656
1785941276,t3x364000,229518592,1132104896,706720192
1785941278,t3x364000,225028608,1127620416,710922688
1785941280,t3x364000,220308928,1122903104,715291072
1785941282,t3x364000,211529088,1114121472,723843520
1785941284,t3x364000,207005760,1109591680,728046016
1785941286,t3x364000,202258880,1104853824,732414400
1785941288,t3x364000,197741376,1100327616,736709056
1785941290,t3x364000,191491712,1094064704,742828480
1785941292,t3x364000,184016256,1086603136,749537728
1785941295,t3x364000,179547392,1082135296,753721792
1785941297,t3x364000,174755968,1077344128,758090176
1785941299,t3x364000,165895424,1068484288,766661056
1785941301,t3x364000,161453248,1064046272,770845120
1785941303,t3x364000,156987008,1059580480,775213504
1785941305,t3x364000,150823936,1053395264,781756864
1785941307,t3x364000,145542080,1048126080,787157440
1785941309,t3x364000,144045056,1046644288,787986880
1785941311,t3x364000,139718272,1042305600,792447424
1785941313,t3x364000,133559808,1036141184,798529984
1785941315,t3x364000,126580544,1024793344,805110208
1785941317,t3x364000,122340992,1020554624,809294272
1785941319,t3x364000,117800832,1016016768,813662656
1785941321,t3x364000,109146560,1007354688,822233536
1785941323,t3x364000,104765632,1002978368,826417600
1785941325,t3x364000,100272512,998486592,830785984
1785941327,t3x364000,94668288,992871936,836831680
1785941329,t3x364000,89034048,987239040,842305984
1785941331,t3x364000,82869952,981089472,847909312
1785941334,t3x364000,78749888,976961088,852111808
1785941336,t3x364000,74592896,972806144,856830400
1785941338,t3x364000,66152256,964366144,865032640
1785941340,t3x364000,62084416,960299200,869235136
1785941342,t3x364000,57733760,955950464,873603520
1785941344,t3x364000,49391680,947597440,882174400
1785941346,t3x364000,44726720,942939456,886376896
1785941348,t3x364000,40129920,938340608,890745280
1785941350,t3x364000,35210176,933406400,896090560
1785941352,t3x364000,29343040,927565184,901509568
1785941354,t3x364000,26957120,925182144,903500224
1785941356,t3x364000,22673600,920892672,907702720
1785941358,t3x364000,18000448,916203968,912642496
1785941360,t3x364000,11941696,903487232,920623552
1785941362,t3x364000,10995968,902083840,924807616
1785941364,t3x364000,16264000,905360640,929176000
1785941366,t3x364000,10117248,897137088,937746880
1785941368,t3x364000,10268800,897248064,938262976
1785941371,t3x364000,10444928,897561344,938262976
1785941373,t3x364000,10577472,897872000,938262976
1785941375,t3x364000,12830016,896789568,941930944
1785941377,t3x364000,12039104,895405376,946299328
1785941379,t3x364000,10049280,892496832,950059456
1785941381,t3x364000,10055872,892612288,950059456
1785941383,t3x364000,10067520,892625920,950059456
1785941385,t3x364000,10083520,892846016,944916928
1785941387,t3x364000,12655232,890057856,942539200
1785941389,t3x364000,21255232,884584000,937710016
1785941391,t3x364000,21740352,880190656,942078400
1785941393,t3x364000,12981248,871012160,950630848
1785941395,t3x364000,14449664,867158592,948455872
1785941397,t3x364000,14983488,862351488,948511168
1785941399,t3x364000,16021504,858736960,945580480
1785941401,t3x364000,12017984,851994560,951497152
1785941403,t3x364000,15870848,846206976,948621760
1785941405,t3x364000,14584192,842240000,947995072
1785941407,t3x364000,13796160,837438720,950612416
1785941410,t3x364000,15271744,830331648,949617088
1785941412,t3x364000,13565760,826937856,951017920
1785941414,t3x364000,15312832,824823872,945488320
1785941416,t3x364000,14303872,820123456,949690816
1785941418,t3x364000,14922560,815900544,947534272
1785941420,t3x364000,13529856,803861312,949930432
1785941422,t3x364000,13754816,799073408,950667712
1785941424,t3x364000,14019840,795080128,947571136
1785941426,t3x364000,12025792,787269888,953211328
1785941428,t3x364000,14624512,782232960,950114752
1785941430,t3x364000,14258752,778169728,947792320
1785941432,t3x364000,12352384,773287936,951976384
1785941434,t3x364000,15917440,767302592,945856960
1785941436,t3x364000,14469440,761203328,948105664
1785941438,t3x364000,12348480,756447552,952289728
1785941440,t3x364000,16144448,753056768,945598912
1785941442,t3x364000,12603136,744028992,952363456
1785941444,t3x364000,14599936,739923328,950704576
1785941446,t3x364000,16262400,735873152,945783232
1785941449,t3x364000,12948288,728970112,952271296
1785941451,t3x364000,15317120,722915776,950096320
1785941453,t3x364000,15034048,718636736,947349952
1785941455,t3x364000,13879616,713824512,951017920
1785941457,t3x364000,14707072,709816896,948363712
1785941459,t3x364000,12039424,705022272,952326592
1785941461,t3x364000,11546688,687260544,955976128
1785941463,t3x364000,15366144,680256000,945285248
1785941465,t3x364000,11525824,665360768,956086400
1785941467,t3x364000,19411840,662833088,950114432
1785941469,t3x364000,12056896,650056896,958998656
1785941471,t3x364000,10008896,639711488,0
1785941473,t3x364000,76882816,759667712,0
1785941475,t3x364000,213836928,896804288,0
1785941477,t3x364000,224211456,1006652032,0
1785941479,t3x356000,302128384,1320674752,0
1785941482,t3x356000,488246656,1598208064,0
1785941484,t3x356000,492624064,1720404992,0
1785941486,t3x356000,492599744,1720379520,0
1785941488,t3x356000,492597312,1720303936,0
1785941490,t3x356000,492598272,1720299904,0
1785941492,t3x356000,492608896,1720273088,0
1785941494,t3x356000,492609536,1720272960,0
1785941496,t3x356000,492616128,1720278784,0
1785941498,t3x356000,492621440,1720283008,0
1785941500,t3x356000,492621632,1720279936,0
1785941502,t3x356000,492632576,1720289344,0
1785941504,t3x356000,492632768,1720285504,0
1785941506,t3x356000,492633728,1720282048,0
1785941508,t3x356000,492629888,1720283456,0
1785941510,t3x356000,492630912,1719977600,147456
1785941512,t3x356000,492630784,1719970816,147456
1785941514,t3x356000,492628928,1719924928,202752
1785941516,t3x356000,492629248,1719515712,608256
1785941518,t3x356000,492630272,1719462656,755712
1785941520,t3x356000,492631808,1719338432,811008
1785941522,t3x356000,491842048,1717416576,1751040
1785941524,t3x356000,491729856,1717169280,1769472
1785941526,t3x356000,489105472,1707582080,7705344
1785941529,t3x356000,487316928,1703036544,10532160
1785941531,t3x356000,485993344,1699812864,14117952
1785941533,t3x356000,485866560,1699440960,12383680
1785941535,t3x356000,484852672,1698472320,12124736
1785941537,t3x356000,483680704,1696976384,12622528
1785941539,t3x356000,483475712,1696580352,15360000
1785941541,t3x356000,483435776,1696035968,16021952
1785941543,t3x356000,483004672,1695363584,12876416
1785941545,t3x356000,482703808,1694851776,12478592
1785941547,t3x356000,482755072,1697543680,9465024
1785941549,t3x356000,482756480,1697548352,9465024
1785941551,t3x356000,482756736,1697664512,9255168
1785941553,t3x356000,482764032,1697788160,9255168
1785941555,t3x356000,482764992,1697706624,9255168
1785941557,t3x356000,482708736,1697493504,9255168
1785941559,t3x356000,486345024,1706097664,423936
1785941561,t3x356000,486350976,1706346304,331776
1785941563,t3x356000,486356608,1706074432,516096
1785941565,t3x356000,486363584,1705752896,534528
1785941567,t3x356000,486369600,1705436992,718848
1785941570,t3x356000,486376192,1705150976,866304
1785941572,t3x356000,486380288,1703983872,1161216
1785941574,t3x356000,486386240,1702556672,1310848
1785941576,t3x356000,486391808,1700014848,1313536
1785941578,t3x356000,486397184,1699444864,1442560
1785941580,t3x356000,486404032,1698840000,1571584
1785941582,t3x356000,486408448,1698379776,1682176
1785941584,t3x356000,486413888,1697936064,1792768
1785941586,t3x356000,486423616,1697492672,1903360
1785941588,t3x356000,486423104,1696975680,2013952
1785941590,t3x356000,486427776,1696596992,2124544
1785941592,t3x356000,486429056,1696173312,2253568
1785941594,t3x356000,486415616,1695787200,2364160
1785941596,t3x356000,486420608,1695455744,2474752
1785941598,t3x356000,486406976,1695050688,2585344
1785941600,t3x356000,486412544,1694713792,2695936
1785941602,t3x356000,486416960,1694292288,2806528
1785941604,t3x356000,486406592,1693962496,2917120
1785941606,t3x356000,486411968,1693507904,3027712
1785941608,t3x356000,486416000,1693115456,3156736
1785941611,t3x356000,486418496,1692767168,3267328
1785941613,t3x356000,486423104,1692395328,3359488
1785941615,t3x356000,486428544,1691990848,3470080
1785941617,t3x356000,486429952,1691590464,3580672
1785941619,t3x356000,486435712,1691221056,3709696
1785941621,t3x356000,486441280,1690683136,4020160
1785941623,t3x356000,486444160,1687653248,4625792
1785941625,t3x356000,486449600,1687430528,4615616
1785941627,t3x356000,486455552,1687815296,4918848
1785941629,t3x356000,486460352,1700565632,1239616
1785941631,t3x356000,471749952,1684798784,34307840
1785941633,t3x356000,432122496,1632510272,107246208
1785941635,t3x356000,392217472,1593046400,181562624
1785941637,t3x356000,355328064,1556735616,255174272
1785941639,t3x356000,316788096,1518480832,330318848
1785941641,t3x356000,279447552,1479147328,404820416
1785941643,t3x356000,240062208,1441903424,479104512
1785941645,t3x356000,215644736,1416924480,527243968
1785941647,t3x356000,215133184,1410104960,532047680
1785941650,t3x356000,221339136,1410117440,532235904
1785941652,t3x356000,225696064,1405749952,537529600
1785941654,t3x356000,230231232,1397548352,545071104
1785941656,t3x356000,234933888,1393132608,545871296
1785941658,t3x356000,242026752,1393540544,548994880
1785941660,t3x356000,246703744,1386684352,554490368
1785941662,t3x356000,251235456,1381218496,555204160
1785941664,t3x356000,258108736,1378395648,562966784
1785941666,t3x356000,264975808,1376715264,563293440
1785941668,t3x356000,269646976,1370005184,570816384
1785941670,t3x356000,276581504,1368403200,571567104
1785941672,t3x356000,281114240,1360132864,581154496
1785941674,t3x356000,288214592,1360039296,580225600
1785941676,t3x356000,292945856,1351200320,589370624
1785941678,t3x356000,299868992,1349476864,592148864
1785941680,t3x356000,306941312,1346704896,592881024
1785941682,t3x356000,311690304,1338069440,602413184
1785941684,t3x356000,318749568,1336287296,605191360
1785941687,t3x356000,325860032,1333381440,605978880
1785941689,t3x356000,330620928,1325020416,615566400
1785941691,t3x356000,328417920,1321776896,618868480
1785941693,t3x356000,326515328,1319848512,621304384
1785941695,t3x356000,326097472,1321659584,619097280
1785941697,t3x356000,326133376,1321417536,619097280
1785941699,t3x356000,326154368,1321150656,619097280
1785941701,t3x356000,326179328,1320828096,619097280
1785941703,t3x356000,326199488,1320662720,619097280
1785941705,t3x356000,326226688,1320401280,619097280
1785941707,t3x356000,326258752,1320009216,619097280
1785941709,t3x356000,326273728,1319704896,619097280
1785941711,t3x356000,325998528,1319355520,619097280
1785941713,t3x356000,325716096,1319073984,619097280
1785941715,t3x356000,325457408,1318816384,619097280
1785941717,t3x356000,325212800,1318574336,619097280
1785941719,t3x356000,324980160,1318330880,619097280
1785941721,t3x356000,324742272,1318095872,619097280
1785941723,t3x356000,324565696,1317921280,619097280
1785941725,t3x356000,324362048,1317718592,619097280
1785941727,t3x356000,324146944,1317504704,619097280
1785941729,t3x356000,323888576,1317247104,619097280
1785941731,t3x356000,323593920,1316954176,619097280
1785941734,t3x356000,323442112,1316803904,619097280
1785941736,t3x356000,323230784,1316593536,619097280
1785941738,t3x356000,323032832,1316387328,619097280
1785941740,t3x356000,322903808,1316259456,619097280
1785941742,t3x356000,322801024,1316157440,619097280
1785941744,t3x356000,322769344,1316126336,619097280
1785941746,t3x356000,322679872,1316045632,619097280
1785941748,t3x356000,322681024,1316045440,619097280
1785941750,t3x356000,322612928,1315983424,619097280
1785941752,t3x356000,322552960,1315922816,619097280
1785941754,t3x356000,322585728,1315959424,619097280
1785941756,t3x356000,322575680,1315943232,619097280
1785941758,t3x356000,322499712,1315868032,619097280
1785941760,t3x356000,322485952,1315855104,619097280
1785941762,t3x356000,322531840,1315903040,619097280
1785941764,t3x356000,322557632,1315931712,619097280
1785941766,t3x356000,322575232,1315939584,619097280
1785941768,t3x356000,322632384,1315997696,619097280
1785941770,t3x356000,322631680,1315997888,619097280
1785941772,t3x356000,322713216,1316080064,619097280
1785941774,t3x356000,322590272,1315958080,619097280
1785941776,t3x356000,322564608,1315933376,619097280
1785941778,t3x356000,322676480,1316044672,619097280
1785941780,t3x356000,322614784,1315984896,619097280
1785941782,t3x356000,322551232,1315921984,619097280
1785941784,t3x356000,322463872,1315835008,619097280
1785941787,t3x356000,322435328,1315807744,619097280
1785941789,t3x356000,322479232,1315852032,619097280
1785941791,t3x356000,322387904,1315762048,619097280
1785941793,t3x356000,322410944,1315788928,619097280
1785941795,t3x356000,322373568,1315748864,619097280
1785941797,t3x356000,322404864,1315771904,619097280
1785941799,t3x356000,322395008,1315754176,619097280
1785941801,t3x356000,322425856,1315793472,619097280
1785941803,t3x356000,322548160,1315916992,619097280
1785941805,t3x356000,322500608,1315869952,619097280
1785941807,t3x356000,322442240,1315812608,619097280
1785941809,t3x356000,322456384,1315880704,619373760
1785941811,t3x356000,322106048,1315650752,619816128
1785941813,t3x356000,321839424,1315460608,620055744
1785941815,t3x356000,321586304,1315318720,620295360
1785941817,t3x356000,321300416,1315189696,620774592
1785941819,t3x356000,320807296,1314880448,621235392
1785941821,t3x356000,320331584,1314631744,621898944
1785941823,t3x356000,319851008,1314310464,622470336
1785941825,t3x356000,319308288,1313990208,623133888
1785941827,t3x356000,318949184,1313845504,623649984
1785941829,t3x356000,318458752,1313526016,624037056
1785941831,t3x356000,318155904,1313415744,624534720
1785941834,t3x356000,317726592,1313152448,625032384
1785941836,t3x356000,317172352,1312793408,625695936
1785941838,t3x356000,316719936,1312541440,626248896
1785941840,t3x356000,316104192,1312139456,626857152
1785941842,t3x356000,315435968,1311673664,627354816
1785941844,t3x356000,314800832,1311243456,627815616
1785941846,t3x356000,314240128,1310819328,628239552
1785941848,t3x356000,313447872,1310246144,628958400
1785941850,t3x356000,312753344,1309803648,629677248
1785941852,t3x356000,312232128,1309478144,630230208
1785941854,t3x356000,311760704,1309195200,630672576
1785941856,t3x356000,311109824,1308744320,631372992
1785941858,t3x356000,310467584,1308345280,627325184
1785941860,t3x356000,310041792,1308028224,627620096
1785941862,t3x356000,309616384,1307725952,627915008
1785941864,t3x356000,309188992,1307479872,628357376
1785941866,t3x356000,308792896,1307199872,628836608
1785941868,t3x356000,308370752,1306919104,629278976
1785941870,t3x356000,308058688,1306729792,629518592
1785941872,t3x356000,307731520,1306508928,629776640
1785941875,t3x356000,307415104,1306350912,630237440
1785941877,t3x356000,306907392,1305997952,630606080
1785941879,t3x356000,306458112,1305694336,631048448
1785941881,t3x356000,306034752,1305408384,631527680
1785941883,t3x356000,305646656,1305125824,631877888
1785941885,t3x356000,305293824,1304910912,632135936
1785941887,t3x356000,304838656,1304614912,632670464
1785941889,t3x356000,304509056,1304448512,633112832
1785941891,t3x356000,304051328,1304175616,633499904
1785941893,t3x356000,303539328,1303867968,634218752
1785941895,t3x356000,302979008,1303536448,634900736
1785941897,t3x356000,302567616,1303323520,635472128
1785941899,t3x356000,302252352,1303198848,635951360
1785941901,t3x356000,301721216,1302891712,636633344
1785941903,t3x356000,301121280,1302527104,637204736
1785941905,t3x356000,300671424,1302279360,637683968
1785941907,t3x356000,300229760,1302014080,638181632
1785941909,t3x356000,299663552,1301668544,638900480
1785941911,t3x356000,299170752,1301410432,639693056
1785941913,t3x356000,298758848,1301231232,635445184
1785941916,t3x356000,298278400,1300883968,635795392
1785941918,t3x356000,297408576,1300376704,636956608
1785941920,t3x356000,297366848,1297672384,634950528
1785941922,t3x356000,295764352,1294591360,641491520
1785941924,t3x356000,279531904,1278370560,657601088
1785941926,t3x356000,269469824,1264015104,669212416
1785941928,t3x356000,268058176,1257555456,670198272
1785941930,t3x356000,267239552,1256951488,670198272
1785941932,t3x356000,266100352,1243020992,670456320
1785941934,t3x356000,265234944,1230083072,670511616
1785941936,t3x356000,258274880,1223118464,676502016
1785941938,t3x356000,253474048,1162062592,681146880
1785941940,t3x356000,249005120,1157582528,685349376
1785941942,t3x356000,244442944,1148741632,689625600
1785941944,t3x356000,239787776,1144075264,694399488
1785941946,t3x356000,233432576,1137734528,700150272
1785941948,t3x356000,227051776,1131354368,706527744
1785941950,t3x356000,222742144,1127046400,710730240
1785941953,t3x356000,218285248,1122589568,715338240
1785941955,t3x356000,209615360,1113923264,723485184
1785941957,t3x356000,205176448,1109485888,727669248
1785941959,t3x356000,200592256,1104905728,731945472
1785941961,t3x356000,192459584,1096745088,740258304
1785941963,t3x356000,187455552,1091770304,744608256
1785941965,t3x356000,183109248,1087425728,748884480
1785941967,t3x356000,176652416,1080958208,755704320
1785941969,t3x356000,170294848,1074613888,761528832
1785941971,t3x356000,165687936,1070007616,765805056
1785941973,t3x356000,160586560,1064891520,771131904
1785941975,t3x356000,154183360,1058488704,777288192
1785941977,t3x356000,148065472,1052384768,782725632
1785941979,t3x356000,143831488,1048141504,786928128
1785941981,t3x356000,141213888,1045513728,789987840
1785941983,t3x356000,135397568,1039710464,795388416
1785941985,t3x356000,131184256,1035498368,799590912
1785941987,t3x356000,125601152,1025645504,805360128
1785941989,t3x356000,118390848,1018448512,812327424
1785941991,t3x356000,114291392,1014350080,816511488
1785941994,t3x356000,109987840,1010048448,821045760
1785941996,t3x356000,101530624,1001574592,829266432
1785941998,t3x356000,97337408,997381056,833468928
1785942000,t3x356000,92993024,993030720,837745152
1785942002,t3x356000,84475072,984515456,846205440
1785942004,t3x356000,80221376,980263424,850407936
1785942006,t3x356000,75665984,975703104,854665728
1785942008,t3x356000,67326336,967344064,863126016
1785942010,t3x356000,62579136,962626688,867328512
1785942012,t3x356000,58409280,958451200,871604736
1785942014,t3x356000,52054912,952088064,878369280
1785942016,t3x356000,46113216,946135808,884230656
