epoch,phase,node0_memfree_kb,global_memavailable_kb,top_rss_kb
1785944779,f2t3_352000,492326976,1699207552,3362688
1785944781,f2t3_352000,492327552,1698736384,3473280
1785944783,f2t3_352000,492327488,1698375168,3583872
1785944785,f2t3_352000,492328448,1696636032,4136832
1785944787,f2t3_352000,492329088,1695123456,4498432
1785944789,f2t3_352000,492329856,1694932672,4551488
1785944791,f2t3_352000,492330880,1696325504,4895744
1785944793,f2t3_352000,492331072,1708067904,1184448
1785944795,f2t3_352000,456280320,1661803072,66052864
1785944797,f2t3_352000,417236800,1617728448,140292160
1785944799,f2t3_352000,378900672,1578698560,214138816
1785944802,f2t3_352000,340383424,1539342720,288863168
1785944804,f2t3_352000,301162752,1500817792,364379456
1785944806,f2t3_352000,262488000,1462741952,439707200
1785944808,f2t3_352000,223562112,1423945920,515744256
1785944810,f2t3_352000,217444352,1419175040,526982016
1785944812,f2t3_352000,219619712,1410743104,534985280
1785944814,f2t3_352000,226561408,1411226880,533581952
1785944816,f2t3_352000,231250496,1406842880,539261696
1785944818,f2t3_352000,235999168,1400775872,544388544
1785944820,f2t3_352000,240720768,1397057856,548944000
1785944822,f2t3_352000,245442368,1391795456,553046720
1785944824,f2t3_352000,252506624,1392115328,553613184
1785944826,f2t3_352000,257242176,1383353216,561398016
1785944828,f2t3_352000,261846656,1379694272,564797184
1785944830,f2t3_352000,268920832,1378038720,567372544
1785944832,f2t3_352000,273618432,1371424192,572976320
1785944834,f2t3_352000,280685312,1372332288,572874112
1785944836,f2t3_352000,285426816,1363058752,581134272
1785944839,f2t3_352000,292400960,1361401408,583506880
1785944841,f2t3_352000,297144192,1354587136,589278912
1785944843,f2t3_352000,304210816,1351846144,592152064
1785944845,f2t3_352000,311302080,1350117760,592828992
1785944847,f2t3_352000,316025792,1341366336,602379456
1785944849,f2t3_352000,323098176,1338604416,605157568
1785944851,f2t3_352000,330017856,1336885056,607129792
1785944853,f2t3_352000,334634048,1328200384,610793728
1785944855,f2t3_352000,330966464,1324530624,618693184
1785944857,f2t3_352000,328774784,1322331392,620740160
1785944859,f2t3_352000,326850496,1322710528,619026176
1785944861,f2t3_352000,326416000,1322284544,619026176
1785944863,f2t3_352000,325997504,1321874112,619026176
1785944865,f2t3_352000,325786688,1321673216,619026176
1785944867,f2t3_352000,325479296,1321374784,619026176
1785944869,f2t3_352000,325088512,1320995392,619026176
1785944871,f2t3_352000,324678912,1320595520,619026176
1785944873,f2t3_352000,324317248,1320242496,619026176
1785944876,f2t3_352000,324052800,1319989632,619026176
1785944878,f2t3_352000,323716992,1319660352,619026176
1785944880,f2t3_352000,323470144,1319422400,619026176
1785944882,f2t3_352000,323299968,1319273280,619026176
1785944884,f2t3_352000,323036032,1319010496,619026176
1785944886,f2t3_352000,322923072,1318912704,619026176
1785944888,f2t3_352000,322889344,1318887744,619026176
1785944890,f2t3_352000,322758656,1318765504,619026176
1785944892,f2t3_352000,322809472,1318826048,619026176
1785944894,f2t3_352000,322824448,1318851264,619026176
1785944896,f2t3_352000,322825152,1318859072,619026176
1785944898,f2t3_352000,322801088,1318844928,619026176
1785944900,f2t3_352000,322708800,1318764160,619026176
1785944902,f2t3_352000,322764800,1318823360,619026176
1785944904,f2t3_352000,322859968,1318925056,619026176
1785944906,f2t3_352000,322915776,1318987648,619026176
1785944908,f2t3_352000,322815104,1318893760,619026176
1785944911,f2t3_352000,322821568,1318907776,619026176
1785944913,f2t3_352000,322834304,1318928832,619026176
1785944915,f2t3_352000,322815360,1318916736,619026176
1785944917,f2t3_352000,322957184,1319065152,619026176
1785944919,f2t3_352000,322920704,1319034112,619026176
1785944921,f2t3_352000,322965632,1319088320,619026176
1785944923,f2t3_352000,322900992,1319028992,619026176
1785944925,f2t3_352000,322980800,1319115520,619026176
1785944927,f2t3_352000,322887360,1319028672,619026176
1785944929,f2t3_352000,323012160,1319159936,619026176
1785944931,f2t3_352000,323057024,1319215872,619026176
1785944933,f2t3_352000,323103424,1319270784,619026176
1785944935,f2t3_352000,323114368,1319291072,619026176
1785944937,f2t3_352000,323055488,1319238592,619026176
1785944939,f2t3_352000,323120960,1319309184,619026176
1785944941,f2t3_352000,323119680,1319322432,619026176
1785944943,f2t3_352000,323052160,1319260416,619026176
1785944945,f2t3_352000,323127872,1319341952,619026176
1785944948,f2t3_352000,323132032,1319319168,619026176
1785944950,f2t3_352000,323161984,1319356032,619026176
1785944952,f2t3_352000,323238784,1319436800,619026176
1785944954,f2t3_352000,323232768,1319436608,619026176
1785944956,f2t3_352000,323156416,1319355776,619026176
1785944958,f2t3_352000,323168960,1319370944,619026176
1785944960,f2t3_352000,323218816,1319427264,619026176
1785944962,f2t3_352000,323207040,1319418560,619026176
1785944964,f2t3_352000,323221248,1319440576,619026176
1785944966,f2t3_352000,323183424,1319403008,619026176
1785944968,f2t3_352000,323261696,1319419904,619339520
1785944970,f2t3_352000,323168512,1319157120,619745024
1785944972,f2t3_352000,323119168,1319021824,620039936
1785944974,f2t3_352000,323113216,1318970624,620297984
1785944976,f2t3_352000,323160960,1318875904,620740352
1785944978,f2t3_352000,323172416,1318654208,621403904
1785944980,f2t3_352000,323090752,1318355072,621956864
1785944983,f2t3_352000,322965504,1318074880,622454528
1785944985,f2t3_352000,322880064,1317828928,623025920
1785944987,f2t3_352000,322455168,1317596800,623763200
1785944989,f2t3_352000,321869440,1317232704,624426752
1785944991,f2t3_352000,321345088,1316928768,624905984
1785944993,f2t3_352000,320763136,1316547520,625422080
1785944995,f2t3_352000,320395840,1316332480,625882880
1785944997,f2t3_352000,319812160,1315974528,626638592
1785944999,f2t3_352000,319191680,1315593280,627357440
1785945001,f2t3_352000,318610560,1315206144,627744512
1785945003,f2t3_352000,318103936,1314890368,628279040
1785945005,f2t3_352000,317669824,1314629888,628739840
1785945007,f2t3_352000,317166272,1314344384,629366528
1785945009,f2t3_352000,316444352,1313835904,630011648
1785945011,f2t3_352000,316032640,1313628480,630546176
1785945013,f2t3_352000,315538176,1313326144,631099136
1785945015,f2t3_352000,314984960,1312946752,631762688
1785945018,f2t3_352000,314621056,1312760768,627352832
1785945020,f2t3_352000,314178752,1312480064,627795200
1785945022,f2t3_352000,313896704,1312359168,628348160
1785945024,f2t3_352000,313468544,1312072064,628753664
1785945026,f2t3_352000,313318272,1312021184,628993280
1785945028,f2t3_352000,313011584,1311843520,629490944
1785945030,f2t3_352000,312639680,1311624576,629785856
1785945032,f2t3_352000,312245632,1311384896,630228224
1785945034,f2t3_352000,311714688,1311013184,630596864
1785945036,f2t3_352000,311229696,1310691264,631094528
1785945038,f2t3_352000,310711424,1310311040,631555328
1785945040,f2t3_352000,310380480,1310087040,631776512
1785945042,f2t3_352000,310004544,1309855872,632182016
1785945044,f2t3_352000,309742848,1309726912,632458496
1785945046,f2t3_352000,309094976,1309289152,633177344
1785945048,f2t3_352000,308496064,1308934656,633914624
1785945050,f2t3_352000,308045568,1308680576,634338560
1785945053,f2t3_352000,307585088,1308405120,634799360
1785945055,f2t3_352000,306971840,1308012032,635647232
1785945057,f2t3_352000,306277312,1307566400,636273920
1785945059,f2t3_352000,305845056,1307345856,636882176
1785945061,f2t3_352000,305299328,1307009984,637508864
1785945063,f2t3_352000,304643264,1306591488,638117120
1785945065,f2t3_352000,304070912,1306252288,638688512
1785945067,f2t3_352000,303621888,1305956800,639149312
1785945069,f2t3_352000,302985920,1305546880,635072768
1785945071,f2t3_352000,302399808,1305139392,635552000
1785945073,f2t3_352000,302059968,1304965184,636012800
1785945075,f2t3_352000,301060480,1301640448,634948288
1785945077,f2t3_352000,300738560,1299760000,639472640
1785945079,f2t3_352000,286186880,1285116992,654291968
1785945081,f2t3_352000,273372544,1268033280,669184256
1785945083,f2t3_352000,272345152,1266915968,669350144
1785945085,f2t3_352000,271739520,1236916224,670635008
1785945088,f2t3_352000,264100608,1194266496,676570112
1785945090,f2t3_352000,259306368,1168846528,680883200
1785945092,f2t3_352000,250448320,1155792960,689214464
1785945094,f2t3_352000,245822208,1151168768,693416960
1785945096,f2t3_352000,241104576,1146435328,697637888
1785945098,f2t3_352000,234977024,1140298752,703757312
1785945100,f2t3_352000,228585344,1133899904,709747712
1785945102,f2t3_352000,223042176,1128387648,714466304
1785945104,f2t3_352000,218508096,1123856768,718779392
1785945106,f2t3_352000,211738752,1117092928,724990976
1785945108,f2t3_352000,204950400,1110310144,731294720
1785945110,f2t3_352000,200422272,1105785408,735497216
1785945112,f2t3_352000,194995968,1100351616,740787200
1785945114,f2t3_352000,186958336,1092332032,748141568
1785945116,f2t3_352000,182617472,1087996544,752325632
1785945118,f2t3_352000,178042752,1083423872,756859904
1785945120,f2t3_352000,169312000,1074694464,764969984
1785945123,f2t3_352000,164701888,1070084864,769154048
1785945125,f2t3_352000,160087232,1065471168,773374976
1785945127,f2t3_352000,151569472,1056955840,781798400
1785945129,f2t3_352000,147211840,1052599808,786000896
1785945131,f2t3_352000,146889024,1052266624,786646016
1785945133,f2t3_352000,138483776,1043874624,794387456
1785945135,f2t3_352000,134093696,1039485184,798589952
1785945137,f2t3_352000,129633216,1030806080,802810880
1785945139,f2t3_352000,121305024,1022479680,811234304
1785945141,f2t3_352000,117183040,1018363328,815418368
1785945143,f2t3_352000,112886272,1014067136,819639296
1785945145,f2t3_352000,104354432,1005536960,828081152
1785945147,f2t3_352000,99985280,1001169920,832265216
1785945149,f2t3_352000,95862080,997048256,836486144
1785945151,f2t3_352000,87492544,988680128,844928000
1785945153,f2t3_352000,83307264,984496768,849112064
1785945155,f2t3_352000,78863168,980053120,853332992
1785945157,f2t3_352000,70343680,971536448,861756416
1785945160,f2t3_352000,65953536,967146752,865940480
1785945162,f2t3_352000,61446400,962640512,870161408
1785945164,f2t3_352000,53014400,954210944,878584832
1785945166,f2t3_352000,48733312,949932736,882768896
1785945168,f2t3_352000,44279040,945478656,887008256
1785945170,f2t3_352000,35785408,936985216,895413248
1785945172,f2t3_352000,31516096,932717568,899615744
1785945174,f2t3_352000,31303872,932506048,899615744
1785945176,f2t3_352000,22957376,924160896,908039168
1785945178,f2t3_352000,18744896,919938880,912223232
1785945180,f2t3_352000,14384896,911360448,916444160
1785945182,f2t3_352000,23954112,925109376,924867584
1785945184,f2t3_352000,23364800,920036032,929051648
1785945186,f2t3_352000,18359872,915011264,933696512
1785945188,f2t3_352000,12123520,906446976,941714432
1785945190,f2t3_352000,11787328,902474368,945898496
1785945192,f2t3_352000,10118784,900593792,947944448
1785945194,f2t3_352000,10166656,900563200,947944448
1785945197,f2t3_352000,10193280,900593536,947944448
1785945199,f2t3_352000,9852992,900181376,948313088
1785945201,f2t3_352000,12753216,900731328,948313088
1785945203,f2t3_352000,12972480,900981504,948313088
1785945205,f2t3_352000,13078016,901081152,948313088
1785945207,f2t3_352000,13092992,901108992,948313088
1785945209,f2t3_352000,13110656,901155968,948313088
1785945211,f2t3_352000,14773248,898472896,943668224
1785945213,f2t3_352000,14566080,890323200,949142528
1785945215,f2t3_352000,12896960,886715392,949935104
1785945217,f2t3_352000,17005952,882060608,949769216
1785945219,f2t3_352000,13362496,873796672,952589312
1785945221,f2t3_352000,14941760,869074624,950856704
1785945223,f2t3_352000,15974592,865004096,948902912
1785945225,f2t3_352000,13471680,856632896,951483392
1785945228,f2t3_352000,15341440,852394752,950432768
1785945230,f2t3_352000,15694080,848184128,948534272
1785945232,f2t3_352000,13122368,840019520,951778304
1785945234,f2t3_352000,14142400,835299008,951299072
1785945236,f2t3_352000,13306816,834236160,952036352
1785945238,f2t3_352000,14860480,827006976,950912000
1785945240,f2t3_352000,14558208,823442944,949400576
1785945242,f2t3_352000,14627648,814515648,950930432
1785945244,f2t3_352000,12010176,806353088,951372800
1785945246,f2t3_352000,14392320,802049152,950193152
1785945248,f2t3_352000,13141184,797188032,952239104
1785945250,f2t3_352000,14393536,789101440,949548032
1785945252,f2t3_352000,12504576,784226688,952146944
1785945254,f2t3_352000,13341632,779622080,951335936
1785945256,f2t3_352000,14560128,775935296,946525184
1785945258,f2t3_352000,12714688,769097920,950727680
1785945260,f2t3_352000,14661248,762748160,949971968
1785945262,f2t3_352000,14629184,759301504,946322432
1785945265,f2t3_352000,13915072,754108160,951133184
1785945267,f2t3_352000,13226304,746238080,951723008
1785945269,f2t3_352000,14162944,742503488,947649536
1785945271,f2t3_352000,13806336,737642496,950948864
1785945273,f2t3_352000,13974080,729459520,950266880
1785945275,f2t3_352000,13480640,725722368,950930432
1785945277,f2t3_352000,13605120,720944512,951206912
1785945279,f2t3_352000,13998464,717139584,949087232
1785945281,f2t3_352000,12152960,704269056,954285056
1785945283,f2t3_352000,9913984,681916352,958192640
1785945285,f2t3_352000,14095744,668481152,955022336
1785945287,f2t3_352000,13648960,658187648,955188224
1785945289,f2t3_352000,12164160,647915392,959316992
1785945291,f2t3_352000,87149632,780536832,0
1785945293,f2t3_352000,217967360,928709504,0
1785945295,f2t3_352000,245365184,956185792,0
1785945297,f2t3_352000,281089472,1205674496,0
