epoch,phase,node0_memfree_kb,global_memavailable_kb,top_rss_kb
1785945943,f3t3_352000,13537984,869932416,946465856
1785945945,f3t3_352000,15443520,865435328,943443008
1785945947,f3t3_352000,12141504,858571072,949765184
1785945949,f3t3_352000,13494016,852916992,949083200
1785945951,f3t3_352000,15095552,849209472,944272448
1785945953,f3t3_352000,15141120,844527936,947369024
1785945955,f3t3_352000,13723200,836496896,949341248
1785945958,f3t3_352000,14011456,832281920,948106304
1785945960,f3t3_352000,14698112,832016384,944198720
1785945962,f3t3_352000,13108736,826513664,949378112
1785945964,f3t3_352000,14657856,819849408,947921984
1785945966,f3t3_352000,14660416,811502144,946410560
1785945968,f3t3_352000,14618368,807215488,945581120
1785945970,f3t3_352000,12073152,800580352,950355008
1785945972,f3t3_352000,12996160,794135168,949765184
1785945974,f3t3_352000,17009344,790906304,943774784
1785945976,f3t3_352000,14408512,785335552,949027904
1785945978,f3t3_352000,13977280,777847488,949322816
1785945980,f3t3_352000,15322176,773546432,945304640
1785945982,f3t3_352000,13845440,768534784,948548672
1785945984,f3t3_352000,14464576,760584832,948401216
1785945986,f3t3_352000,14746368,756583104,946816064
1785945988,f3t3_352000,13826816,751889600,948751424
1785945990,f3t3_352000,13387456,743851840,949580864
1785945992,f3t3_352000,13811392,739817856,948567104
1785945995,f3t3_352000,14555392,735063168,947700800
1785945997,f3t3_352000,15491584,731445056,945378368
1785945999,f3t3_352000,12716544,724968704,949396544
1785946001,f3t3_352000,13443648,718517824,949285952
1785946003,f3t3_352000,14695296,714777600,945599552
1785946005,f3t3_352000,12022464,706394304,951092288
1785946007,f3t3_352000,9863936,684040448,955608128
1785946009,f3t3_352000,9894272,667016640,956400704
1785946011,f3t3_352000,9895168,656161216,956953664
1785946013,f3t3_352000,11648320,645958976,959135808
1785946015,f3t3_352000,70406784,783023168,0
1785946017,f3t3_352000,197592128,918755072,0
1785946019,f3t3_352000,233779328,954632960,0
1785946021,f3t3_352000,258704960,1189888512,0
