avg_allocated_delta_bytes,avg_allocated_end_bytes,avg_allocated_start_bytes,avg_peak_allocated_bytes,avg_peak_allocated_delta_bytes,avg_peak_reserved_bytes,avg_peak_reserved_delta_bytes,avg_process_rss_delta_bytes,avg_process_rss_end_bytes,avg_process_rss_start_bytes,avg_process_virtual_memory_delta_bytes,avg_process_virtual_memory_end_bytes,avg_process_virtual_memory_start_bytes,avg_reserved_delta_bytes,avg_reserved_end_bytes,avg_reserved_start_bytes,avg_reserved_unallocated_bytes,max_global_peak_allocated_after_bytes,max_global_peak_reserved_after_bytes,max_peak_allocated_bytes,max_peak_reserved_bytes,max_process_rss_end_bytes,max_process_rss_peak_end_bytes,max_process_virtual_memory_end_bytes,name,raw_samples,samples,warmup_samples_skipped
393216.0,6818631680.0,6818238464.0,6818631680.0,393216.0,141503234048.0,0.0,0.0,276352401408.0,276352401408.0,0.0,811275452416.0,811275452416.0,0.0,141503234048.0,141503234048.0,134684602368.0,6818631680,141503234048,6818631680,141503234048,276352401408,276985479168,811275452416,lf.data.next,6,1,5
512.0,13568970752.0,13568970240.0,13570002432.0,1032192.0,141503234048.0,0.0,0.0,276980105216.0,276980105216.0,0.0,811275452416.0,811275452416.0,0.0,141503234048.0,141503234048.0,127933231616.0,13570002432,141503234048,13570002432,141503234048,276980105216,276985479168,811275452416,lf.grad_clip,6,1,5
0.0,6818238464.0,6818238464.0,6818238464.0,0.0,141503234048.0,0.0,0.0,276352401408.0,276352401408.0,0.0,811275452416.0,811275452416.0,0.0,141503234048.0,141503234048.0,134684995584.0,6818238464,141503234048,6818238464,141503234048,276352401408,276985479168,811275452416,lf.inputs.prepare,6,1,5
0.0,6818238464.0,6818238464.0,6818238720.0,256.0,141503234048.0,0.0,0.0,276425670656.0,276425670656.0,0.0,811275452416.0,811275452416.0,0.0,141503234048.0,141503234048.0,134684995328.0,6818238976,141503234048,6818238976,141503234048,276425670656,277017853952,811275452416,lf.log_save_eval,7,2,5
0.0,13568970752.0,13568970752.0,13636079616.0,67108864.0,141503234048.0,0.0,-544426276.5714285,276374047012.5714,276918473289.1429,0.0,811275452416.0,811275452416.0,0.0,141503234048.0,141503234048.0,127867154432.0,13636079616,141503234048,13636079616,141503234048,276425670656,277017853952,811275452416,lf.optimizer.step,12,7,5
0.0,13568970752.0,13568970752.0,13568970752.0,0.0,141503234048.0,0.0,0.0,276425670656.0,276425670656.0,0.0,811275452416.0,811275452416.0,0.0,141503234048.0,141503234048.0,127934263296.0,13568970752,141503234048,13568970752,141503234048,276425670656,277017853952,811275452416,lf.scheduler.step,6,1,5
6750732800.0,13568971264.0,6818238464.0,135628445184.0,128810206720.0,141503234048.0,0.0,627703808.0,276980105216.0,276352401408.0,0.0,811275452416.0,811275452416.0,0.0,141503234048.0,141503234048.0,5874788864.0,135628445184,141503234048,135628445184,141503234048,276980105216,276985479168,811275452416,lf.step.total,6,1,5
-102145049088.0,13568971264.0,115714020352.0,135628445184.0,19914424832.0,141503234048.0,0.0,188743680.0,276980105216.0,276791361536.0,0.0,811275452416.0,811275452416.0,0.0,141503234048.0,141503234048.0,5874788864.0,135628445184,141503234048,135628445184,141503234048,276980105216,276985479168,811275452416,step.backward,6,1,5
108895781888.0,115714020352.0,6818238464.0,130717177856.0,123898939392.0,141503234048.0,0.0,438960128.0,276791361536.0,276352401408.0,0.0,811275452416.0,811275452416.0,0.0,141503234048.0,141503234048.0,10786056192.0,130717177856,141503234048,130717177856,141503234048,276791361536,276985479168,811275452416,step.forward,6,1,5
