1783458166,840,116,329,449
1783458186,841,116,329,449
1783458206,841,116,329,449
1783458226,841,116,329,449
1783458246,839,117,327,449
1783458266,839,117,327,449
1783458286,778,179,273,442
1783458306,764,193,259,441
1783458326,923,34,408,451
1783458346,922,35,408,451
1783458366,922,35,408,451
1783458386,921,36,407,451
1783458406,923,34,408,451
1783458426,922,34,408,451
1783458446,923,34,408,451
1783458466,923,33,409,451
1783458627,922,35,408,451
1783458647,922,35,408,451
1783458667,922,35,408,451
1783458687,922,35,408,451
1783458707,921,36,407,450
1783458727,915,42,404,447
1783458747,884,73,387,432
1783458767,854,103,356,433
1783458787,840,117,328,447
1783458807,838,118,327,447
1783458827,838,118,327,447
1783458847,839,118,327,447
1783458867,838,118,327,447
1783458887,838,119,326,447
1783458907,837,119,326,447
1783458927,835,122,324,446
1783458947,768,189,266,437
1783458967,732,225,231,436
1783458987,677,279,187,425
1783459007,622,335,133,425
1783459027,569,388,80,424
1783459047,514,443,26,424
1783459067,467,490,11,391
1783459087,421,536,11,345
1783459108,377,580,11,301
1783459128,324,633,11,248
1783459148,158,799,11,81
1783459168,86,870,12,12
1783459188,85,872,11,13
1783459208,86,870,12,13
1783459228,87,870,12,13
1783459248,86,870,12,13
1783459268,86,870,12,13
1783459288,87,870,12,13
1783459308,87,870,12,13
1783459328,87,870,12,13
1783459348,87,870,12,13
1783459368,86,871,11,13
1783459388,87,870,12,13
1783459408,87,870,12,13
1783459428,87,870,12,13
1783459448,87,870,12,13
1783459468,87,870,12,13
1783459488,87,870,12,13
1783459508,87,870,12,13
1783459528,87,870,12,13
1783459548,87,870,12,13
1783459568,87,870,12,13
1783459588,88,869,12,13
1783459608,87,869,12,13
1783459629,87,869,12,13
1783459649,87,870,12,13
1783459669,88,869,13,13
1783459689,87,869,12,13
1783459709,87,870,11,13
1783459729,87,869,12,14
1783459749,87,870,12,14
1783459769,87,870,12,13
1783459789,87,870,12,13
1783459809,87,870,11,14
1783459829,87,870,12,14
1783459849,87,870,12,13
1783459869,87,870,11,14
1783459889,88,869,12,14
1783459909,87,870,12,14
1783459929,87,869,12,14
1783459949,87,870,11,14
1783459969,104,852,19,24
1783459989,100,857,18,20
1783460009,98,858,18,18
1783460029,98,859,17,18
1783460049,98,859,18,18
1783460069,75,881,16,10
1783460089,71,886,12,10
1783460109,69,887,13,10
1783460129,68,889,11,10
1783460150,67,890,14,10
1783460170,66,890,14,10
1783460190,66,891,13,10
1783460210,66,891,13,10
1783460230,66,891,13,10
1783460250,66,891,13,10
1783460270,65,891,12,10
1783460290,65,892,12,10
1783460310,65,892,12,10
1783460330,65,892,12,10
1783460350,65,892,12,10
1783460370,65,892,12,10
1783460390,64,892,11,10
1783460410,65,892,14,11
1783460430,63,894,14,10
1783460450,63,894,14,10
1783460470,63,894,13,10
1783460490,62,895,13,10
1783460510,62,895,13,10
1783460530,62,895,13,10
1783460550,62,895,13,10
1783460570,62,895,13,10
1783460590,62,894,13,10
1783460610,62,895,13,10
1783460630,62,895,13,10
1783460650,62,895,13,10
1783460670,62,895,13,10
1783460690,62,895,13,10
1783460711,62,895,13,10
1783460731,62,895,13,10
1783460751,62,895,13,10
1783460771,61,896,11,10
1783460791,62,895,12,10
1783460811,62,895,12,10
1783460831,62,895,12,10
1783460851,62,895,12,10
1783460871,62,895,12,10
1783460891,62,895,12,10
1783460911,80,877,24,16
1783460931,76,880,24,13
1783460951,74,883,23,12
1783460971,75,882,24,11
1783460991,74,882,24,11
1783461011,74,883,24,11
1783461031,74,883,24,11
1783461051,97,860,34,23
1783461071,926,31,425,461
1783461091,926,31,424,461
1783461111,926,31,424,461
1783461131,926,31,424,461
1783461151,926,31,424,461
1783461171,926,31,424,461
1783461191,925,32,423,461
1783461211,926,31,424,461
1783461231,926,31,424,461
1783461251,926,31,424,461
1783461272,926,31,424,461
1783461292,926,31,424,461
1783461312,927,30,424,461
1783461332,923,34,420,461
1783461352,921,36,418,460
1783461372,868,89,371,435
1783461392,849,108,338,449
1783461412,843,114,331,450
1783461432,842,115,331,449
1783461452,842,115,331,449
1783461472,842,115,331,449
1783461492,842,115,330,449
1783461512,841,116,329,449
1783461532,779,178,271,444
1783461552,756,201,250,442
1783461572,724,232,222,439
1783461592,697,259,196,439
1783461612,670,287,169,438
1783461632,643,314,142,438
1783461652,608,349,107,438
1783461672,588,369,87,438
1783461692,561,396,61,437
1783461712,535,422,34,437
1783461732,507,450,11,433
1783461752,497,459,11,423
1783461772,480,477,11,406
1783461792,470,486,11,396
1783461813,453,504,11,379
1783461833,443,514,11,368
1783461853,434,523,11,359
1783461873,416,541,11,342
1783461893,406,551,11,332
1783461913,397,560,11,322
1783461933,388,569,11,314
1783461953,370,587,11,296
1783461973,361,596,11,286
1783461993,346,611,11,271
1783462013,198,759,11,123
1783462033,67,889,9,8
1783462053,55,902,14,8
1783462074,53,904,13,8
1783462094,59,897,19,8
1783462114,55,902,15,8
1783462134,59,898,17,9
