ts,iso,node0_gib,node1_gib,node2_gib,node10_gib,node18_gib,node26_gib,gpu0_mib,gpu1_mib,gpu2_mib,gpu3_mib
1783736527,2026-07-10T19:22:07-07:00,467.1,468.2,2.7,0.2,176.9,1.1,2773,194,181103,1085
1783736542,2026-07-10T19:22:22-07:00,467.1,468.2,2.7,0.2,177.7,1.1,2773,194,181985,1085
1783736557,2026-07-10T19:22:37-07:00,467.1,468.3,2.7,0.2,177.9,1.1,2773,194,182207,1085
1783736572,2026-07-10T19:22:52-07:00,467.1,468.3,2.7,0.2,166.6,1.1,2773,194,172147,1085
1783736587,2026-07-10T19:23:07-07:00,467.1,468.3,2.7,0.2,177.9,1.1,2773,194,182149,1085
1783736602,2026-07-10T19:23:22-07:00,467.1,468.3,2.7,0.2,178.1,1.1,2773,194,182351,1085
1783736617,2026-07-10T19:23:37-07:00,467.1,468.3,2.7,0.2,177.5,1.1,2773,194,181751,1085
1783736632,2026-07-10T19:23:52-07:00,467.1,468.3,2.7,0.2,173.0,1.1,2773,194,177133,1085
1783736647,2026-07-10T19:24:07-07:00,461.0,466.5,2.8,0.2,172.4,1.2,2908,194,177033,1188
1783736663,2026-07-10T19:24:23-07:00,464.9,466.1,2.8,0.2,156.0,1.1,2845,194,159795,1176
1783736678,2026-07-10T19:24:38-07:00,467.1,466.7,2.7,0.2,156.0,1.1,2812,194,159795,1174
1783736693,2026-07-10T19:24:53-07:00,467.1,468.7,2.7,0.2,156.0,1.1,2798,194,159795,1170
1783736708,2026-07-10T19:25:08-07:00,466.7,466.4,2.7,0.2,182.3,1.1,2791,194,186655,1164
1783736723,2026-07-10T19:25:23-07:00,467.1,467.1,2.7,0.2,182.3,1.1,2788,194,186655,1161
1783736738,2026-07-10T19:25:38-07:00,467.1,467.7,2.7,0.2,182.3,1.1,2786,194,186655,1159
1783736753,2026-07-10T19:25:53-07:00,467.1,467.7,2.7,0.2,182.3,1.1,2784,194,186655,1157
1783736768,2026-07-10T19:26:08-07:00,467.1,467.8,2.7,0.2,182.3,1.1,2782,194,186655,1148
1783736783,2026-07-10T19:26:23-07:00,467.1,467.9,2.7,0.2,182.3,1.1,2782,194,186655,1146
1783736798,2026-07-10T19:26:38-07:00,467.1,467.8,2.7,0.2,150.7,1.1,2781,194,156615,1145
1783736813,2026-07-10T19:26:53-07:00,467.1,468.1,2.7,0.2,182.2,1.1,2781,194,186595,1145
1783736828,2026-07-10T19:27:08-07:00,467.1,468.1,2.7,0.2,182.3,1.1,2781,194,186677,1143
1783736843,2026-07-10T19:27:23-07:00,467.1,467.9,2.7,0.2,111.1,1.1,2780,194,116319,1142
1783736858,2026-07-10T19:27:38-07:00,467.1,468.3,2.7,0.2,181.3,1.1,2780,194,185601,1141
1783736873,2026-07-10T19:27:53-07:00,467.1,468.3,2.7,0.2,179.9,1.1,2780,194,184261,1141
1783736888,2026-07-10T19:28:08-07:00,467.1,468.3,2.7,0.2,172.5,1.1,2779,194,178823,1135
1783736904,2026-07-10T19:28:24-07:00,467.1,468.2,2.7,0.2,134.5,1.1,2779,194,140047,1135
1783736919,2026-07-10T19:28:39-07:00,467.1,468.3,2.7,0.2,171.2,1.1,2778,194,175287,1133
1783736934,2026-07-10T19:28:54-07:00,467.1,468.3,2.7,0.2,120.4,1.1,2777,194,126247,1131
1783736949,2026-07-10T19:29:09-07:00,467.1,468.3,2.7,0.2,172.9,1.1,2776,194,177031,1130
1783736964,2026-07-10T19:29:24-07:00,467.1,468.3,2.7,0.2,178.1,1.1,2775,194,182353,1129
1783736979,2026-07-10T19:29:39-07:00,467.1,468.5,2.7,0.2,182.3,1.1,2774,194,186715,1128
1783736994,2026-07-10T19:29:54-07:00,467.1,468.5,2.7,0.2,182.5,1.1,2774,194,186855,1127
1783737009,2026-07-10T19:30:09-07:00,467.1,468.4,2.7,0.2,111.8,1.1,2774,194,117237,1122
1783737024,2026-07-10T19:30:24-07:00,467.1,468.5,2.7,0.2,168.3,1.1,2774,194,172299,1122
1783737039,2026-07-10T19:30:39-07:00,467.1,468.7,2.7,0.2,157.5,1.1,2773,194,163921,1122
1783737054,2026-07-10T19:30:54-07:00,467.1,468.8,2.7,0.2,173.7,1.1,2773,194,177903,1122
1783737069,2026-07-10T19:31:09-07:00,467.1,468.7,2.7,0.2,172.5,1.1,2773,194,176643,1121
1783737084,2026-07-10T19:31:24-07:00,467.1,468.7,2.7,0.2,142.9,1.1,2773,194,149005,1121
1783737099,2026-07-10T19:31:39-07:00,467.1,468.9,2.7,0.2,169.0,1.1,2773,194,173027,1121
1783737115,2026-07-10T19:31:55-07:00,364.7,444.4,2.7,0.2,168.2,1.1,2773,194,172247,1116
1783737130,2026-07-10T19:32:10-07:00,48.0,17.3,2.7,0.2,0.0,1.1,2773,194,2,1112
1783737145,2026-07-10T19:32:25-07:00,48.7,17.3,2.7,0.2,0.0,1.1,2773,194,1,1111
1783737160,2026-07-10T19:32:40-07:00,48.8,17.3,2.7,0.2,0.0,1.1,2773,194,0,1110
1783737175,2026-07-10T19:32:55-07:00,48.8,17.3,2.7,0.2,0.0,1.1,2773,194,0,1109
1783737190,2026-07-10T19:33:10-07:00,48.8,17.3,2.7,0.2,0.0,1.1,2773,194,0,1108
1783737205,2026-07-10T19:33:25-07:00,48.8,17.3,2.7,0.2,0.0,1.1,2773,194,0,1108
1783737220,2026-07-10T19:33:40-07:00,48.8,17.2,2.7,0.2,0.0,1.1,2773,194,0,1108
1783737235,2026-07-10T19:33:55-07:00,48.4,17.2,2.7,0.2,0.0,1.1,2773,194,1,1106
1783737250,2026-07-10T19:34:10-07:00,50.3,17.3,2.7,0.2,0.7,1.1,2773,194,693,1101
1783737265,2026-07-10T19:34:25-07:00,60.0,21.1,2.7,0.2,0.9,1.1,2773,194,933,1096
1783737280,2026-07-10T19:34:40-07:00,116.7,40.8,2.7,0.2,1.5,1.1,2773,194,1509,1088
1783737295,2026-07-10T19:34:55-07:00,119.8,40.8,2.7,0.2,1.5,1.1,2773,194,1509,1088
1783737310,2026-07-10T19:35:10-07:00,121.3,40.7,2.7,0.2,1.5,1.1,2773,194,1509,1087
1783737325,2026-07-10T19:35:25-07:00,121.6,40.7,2.7,0.2,1.5,1.1,2773,194,1509,1087
1783737340,2026-07-10T19:35:40-07:00,121.6,40.7,2.7,0.2,1.5,1.1,2773,194,1509,1087
1783737355,2026-07-10T19:35:55-07:00,121.7,40.6,2.7,0.2,1.5,1.1,2773,194,1509,1087
1783737370,2026-07-10T19:36:10-07:00,123.4,40.9,2.7,0.2,1.5,1.1,2773,194,1509,1087
1783737385,2026-07-10T19:36:25-07:00,129.3,43.7,2.7,0.2,1.5,1.1,2773,194,1509,1086
1783737401,2026-07-10T19:36:41-07:00,135.3,46.1,2.7,0.2,1.5,1.1,2773,194,1509,1085
1783737416,2026-07-10T19:36:56-07:00,141.2,48.0,2.7,0.2,1.5,1.1,2773,194,1509,1085
1783737431,2026-07-10T19:37:11-07:00,154.6,51.0,2.7,0.2,71.9,1.1,2773,194,73613,1085
1783737446,2026-07-10T19:37:26-07:00,210.8,52.8,2.7,0.2,142.4,1.1,2773,194,145791,1085
1783737461,2026-07-10T19:37:41-07:00,266.7,53.1,2.7,0.2,147.4,1.1,2773,194,150951,1085
1783737476,2026-07-10T19:37:56-07:00,322.6,53.0,2.7,0.2,152.5,1.1,2773,194,156111,1085
1783737491,2026-07-10T19:38:11-07:00,378.5,53.1,2.7,0.2,157.5,1.1,2773,194,161271,1085
1783737506,2026-07-10T19:38:26-07:00,434.4,53.3,2.7,0.2,162.5,1.1,2773,194,166431,1085
1783737521,2026-07-10T19:38:41-07:00,467.1,68.7,2.7,0.2,167.6,1.1,2773,194,171591,1085
1783737536,2026-07-10T19:38:56-07:00,467.1,124.7,2.7,0.2,172.6,1.1,2773,194,176731,1085
1783737551,2026-07-10T19:39:11-07:00,467.1,174.5,2.7,0.2,177.6,1.1,2773,194,181891,1084
1783737566,2026-07-10T19:39:26-07:00,467.1,233.0,2.7,0.2,177.7,1.1,2773,194,181955,1084
1783737581,2026-07-10T19:39:41-07:00,467.1,366.9,2.7,0.2,177.7,1.1,2773,194,181963,1084
1783737596,2026-07-10T19:39:56-07:00,467.0,468.5,2.7,0.2,177.8,1.1,2773,194,182033,1084
1783737611,2026-07-10T19:40:11-07:00,455.4,464.0,2.8,0.2,177.8,1.2,2816,194,182033,1202
1783737626,2026-07-10T19:40:26-07:00,463.4,469.0,2.7,0.2,178.6,1.1,2794,194,182861,1145
1783737641,2026-07-10T19:40:41-07:00,464.4,468.1,2.7,0.2,156.9,1.1,2791,194,163249,1103
1783737656,2026-07-10T19:40:56-07:00,466.8,469.0,2.7,0.2,163.7,1.1,2788,194,167617,1088
1783737672,2026-07-10T19:41:12-07:00,464.8,469.0,2.7,0.2,137.5,1.1,2786,194,140825,1086
1783737687,2026-07-10T19:41:27-07:00,466.2,469.0,2.7,0.2,182.8,1.1,2784,194,187231,1086
1783737702,2026-07-10T19:41:42-07:00,466.1,469.0,2.7,0.2,158.6,1.1,2782,194,164423,1086
1783737717,2026-07-10T19:41:57-07:00,466.2,469.0,2.7,0.2,183.7,1.1,2781,194,188109,1086
1783737732,2026-07-10T19:42:12-07:00,466.3,469.0,2.7,0.2,176.9,1.1,2779,194,181175,1085
1783737747,2026-07-10T19:42:27-07:00,334.5,467.2,2.7,0.2,177.6,1.1,2778,194,181857,1085
