#epoch	anon	shmem	unevict	memfree	file	avail
1784978787	3.2	0.5	3.7	839.6	82.7	921.8
1784978789	3.3	0.5	3.8	839.5	82.7	921.6
1784978791	3.3	0.5	3.8	839.3	82.9	921.6
1784978793	3.6	0.5	4.1	839.1	82.9	921.5
1784978795	3.7	0.5	4.2	838.8	83.1	921.4
1784978797	3.8	0.5	4.4	838.6	83.1	921.2
1784978799	5.4	0.5	6.0	837.8	83.2	920.5
1784978801	5.7	0.5	6.2	837.6	83.2	920.3
1784978803	5.8	0.5	6.3	837.6	83.2	920.3
1784978805	5.9	0.5	6.4	837.5	83.2	920.2
1784978807	5.9	0.5	6.5	837.5	83.2	920.2
1784978809	6.0	0.5	6.5	837.4	83.2	920.1
1784978811	6.0	0.5	6.5	837.4	83.2	920.1
1784978813	6.0	0.5	6.6	837.4	83.2	920.1
1784978815	6.0	0.5	6.6	837.4	83.2	920.1
1784978817	9.3	0.5	9.8	834.6	83.2	917.3
1784978819	10.7	0.5	11.2	832.6	83.2	915.3
1784978821	11.1	0.5	11.6	832.0	83.2	914.7
1784978823	11.9	0.5	12.4	831.0	83.2	913.7
1784978825	12.0	0.5	12.5	830.8	83.2	913.5
1784978827	12.0	0.5	12.6	830.8	83.2	913.5
1784978829	12.5	0.5	13.1	830.4	83.2	913.1
1784978831	12.2	0.5	12.7	830.5	83.2	913.2
1784978833	13.1	0.5	13.7	829.8	83.2	912.5
1784978835	13.3	0.5	13.8	829.5	83.2	912.2
1784978837	13.7	0.5	14.2	829.2	83.2	911.9
1784978839	13.7	0.5	14.3	829.0	83.2	911.8
1784978841	13.6	0.5	14.1	829.2	83.2	911.9
1784978843	14.0	0.5	14.5	829.0	83.2	911.7
1784978845	13.5	0.5	14.0	829.4	83.2	912.1
1784978847	12.5	0.5	13.1	830.2	83.2	912.9
1784978849	12.5	0.5	13.1	830.2	83.4	913.1
1784978851	12.4	0.5	13.0	830.3	83.5	913.2
1784978853	3.2	0.5	3.7	839.1	83.5	922.1
1784978855	3.6	0.5	4.1	838.5	83.5	921.5
1784978857	3.6	0.5	4.1	838.0	83.5	921.0
1784978859	3.7	0.5	4.3	837.5	83.5	920.5
1784978861	3.9	0.6	4.6	836.7	83.7	919.7
1784978863	4.2	0.6	4.8	835.2	84.0	918.5
1784978865	4.9	0.6	5.5	834.2	84.0	917.6
1784978867	5.5	0.6	6.1	833.3	84.0	916.7
1784978869	5.6	0.6	6.2	832.8	84.0	916.2
1784978871	5.8	0.6	6.4	832.3	84.0	915.7
1784978873	5.9	0.6	6.6	831.9	84.0	915.3
1784978875	6.2	0.6	6.8	831.5	84.0	914.9
1784978877	6.3	0.6	7.0	831.1	84.0	914.5
1784978879	6.5	0.6	7.2	830.7	84.0	914.1
1784978881	6.9	0.6	7.5	830.3	84.0	913.7
1784978883	6.7	0.6	7.3	830.0	84.2	913.6
1784978885	4.2	0.6	4.8	832.3	84.4	916.1
1784978887	4.2	0.6	4.8	832.3	84.5	916.2
1784978889	4.2	0.6	4.8	831.5	85.4	916.3
1784978891	4.1	0.6	4.8	831.5	85.4	916.3
1784978893	4.2	0.6	4.8	831.5	85.4	916.3
1784978895	4.1	0.6	4.8	831.5	85.4	916.3
1784978897	4.2	0.6	4.8	831.6	85.4	916.4
1784978899	4.1	0.6	4.8	831.5	85.4	916.4
1784978901	4.2	0.6	4.8	831.5	85.4	916.3
1784978903	4.1	0.6	4.8	831.4	85.4	916.3
1784978905	4.2	0.6	4.8	831.4	85.4	916.2
1784978907	4.1	0.6	4.8	831.4	85.4	916.2
1784978909	4.1	0.6	4.8	831.4	85.4	916.2
1784978911	4.1	0.6	4.8	831.4	85.4	916.2
