#epoch	anon	shmem	unevict	memfree	file	avail
1784990745	3.2	0.5	3.7	926.6	2.9	929.0
1784990747	3.3	0.5	3.9	926.4	3.1	929.0
1784990749	3.3	0.5	3.9	926.4	3.2	929.0
1784990751	3.5	0.5	4.1	925.8	3.5	928.8
1784990753	3.6	0.5	4.2	925.6	3.6	928.7
1784990755	3.8	0.5	4.4	925.3	3.7	928.5
1784990757	4.4	0.5	4.9	924.2	3.8	927.6
1784990759	5.5	0.5	6.1	923.8	3.9	927.1
1784990761	5.8	0.5	6.3	923.7	3.9	927.0
1784990763	5.8	0.5	6.4	923.6	3.9	926.9
1784990765	5.9	0.5	6.5	923.6	3.9	926.9
1784990767	6.0	0.5	6.5	923.5	3.9	926.9
1784990769	6.0	0.5	6.5	923.5	3.9	926.8
1784990771	6.0	0.5	6.6	923.5	3.9	926.8
1784990773	6.0	0.5	6.6	923.5	3.9	926.8
1784990775	6.1	0.5	6.6	923.4	3.9	926.8
1784990777	9.3	0.5	9.8	921.0	3.9	924.3
1784990779	10.3	0.5	10.8	919.7	3.9	923.0
1784990781	11.1	0.5	11.6	919.1	3.9	922.4
1784990783	11.6	0.5	12.1	918.2	3.9	921.5
1784990785	12.1	0.5	12.7	917.6	3.9	920.9
1784990787	12.3	0.5	12.9	917.5	3.9	920.8
1784990789	12.8	0.5	13.4	917.2	3.9	920.6
1784990791	12.7	0.5	13.3	917.1	3.9	920.4
1784990793	13.4	0.5	13.9	916.6	3.9	920.0
1784990795	13.0	0.5	13.5	916.7	3.9	920.1
1784990797	13.6	0.5	14.2	916.2	3.9	919.5
1784990799	13.2	0.5	13.8	916.4	3.9	919.7
1784990801	13.8	0.5	14.4	916.0	3.9	919.3
1784990803	13.5	0.5	14.0	916.3	3.9	919.6
1784990805	14.0	0.5	14.5	915.7	3.9	919.0
1784990807	12.6	0.5	13.1	917.0	3.9	920.4
1784990809	12.5	0.5	13.1	917.1	3.9	920.4
1784990811	12.5	0.5	13.1	916.9	4.1	920.5
1784990813	6.9	0.5	7.5	921.6	4.2	925.3
1784990815	3.2	0.5	3.8	925.6	4.2	929.3
1784990817	3.6	0.5	4.1	924.9	4.2	928.6
1784990819	3.6	0.5	4.1	924.4	4.2	928.1
1784990821	3.7	0.5	4.3	923.8	4.2	927.5
1784990823	3.8	0.5	4.4	923.0	4.3	926.8
1784990825	4.2	0.6	4.8	921.5	4.8	925.6
1784990827	4.7	0.6	5.3	920.6	4.8	924.7
1784990829	5.2	0.6	5.9	919.6	4.8	923.7
1784990831	5.5	0.6	6.2	918.8	4.8	922.9
1784990833	5.7	0.6	6.3	918.2	4.8	922.3
1784990835	5.9	0.6	6.5	917.5	4.8	921.7
1784990837	6.1	0.6	6.7	917.0	4.8	921.2
1784990839	6.3	0.6	6.9	916.5	4.8	920.7
1784990841	6.5	0.6	7.1	916.0	4.8	920.2
1784990843	6.7	0.6	7.3	915.6	4.8	919.8
1784990845	6.7	0.6	7.3	915.3	5.0	919.7
1784990847	4.2	0.6	4.8	917.2	5.2	921.8
1784990849	4.2	0.6	4.8	917.2	5.2	921.8
1784990851	4.1	0.6	4.8	916.7	6.2	922.3
1784990853	4.2	0.6	4.8	916.6	6.2	922.2
