avg_allocated_delta_bytes,avg_allocated_end_bytes,avg_allocated_start_bytes,avg_peak_allocated_bytes,avg_peak_allocated_delta_bytes,avg_peak_reserved_bytes,avg_peak_reserved_delta_bytes,avg_process_rss_delta_bytes,avg_process_rss_end_bytes,avg_process_rss_start_bytes,avg_process_virtual_memory_delta_bytes,avg_process_virtual_memory_end_bytes,avg_process_virtual_memory_start_bytes,avg_reserved_delta_bytes,avg_reserved_end_bytes,avg_reserved_start_bytes,avg_reserved_unallocated_bytes,max_global_peak_allocated_after_bytes,max_global_peak_reserved_after_bytes,max_peak_allocated_bytes,max_peak_reserved_bytes,max_process_rss_end_bytes,max_process_rss_peak_end_bytes,max_process_virtual_memory_end_bytes,name,raw_samples,samples,warmup_samples_skipped
98304.0,6818041856.0,6817943552.0,6818041856.0,98304.0,20329791488.0,0.0,0.0,244096761856.0,244096761856.0,0.0,743065452544.0,743065452544.0,0.0,20329791488.0,20329791488.0,13511749632.0,6818041856,20329791488,6818041856,20329791488,244096761856,244096761856,743065452544,lf.data.next,6,1,5
512.0,13568675840.0,13568675328.0,13569707520.0,1032192.0,20329791488.0,0.0,0.0,244115636224.0,244115636224.0,0.0,743065452544.0,743065452544.0,0.0,20329791488.0,20329791488.0,6760083968.0,13569707520,20329791488,13569707520,20329791488,244115636224,244115636224,743065452544,lf.grad_clip,6,1,5
0.0,6817943552.0,6817943552.0,6817943552.0,0.0,20329791488.0,0.0,0.0,244096761856.0,244096761856.0,0.0,743065452544.0,743065452544.0,0.0,20329791488.0,20329791488.0,13511847936.0,6817943552,20329791488,6817943552,20329791488,244096761856,244096761856,743065452544,lf.inputs.prepare,6,1,5
0.0,6817943552.0,6817943552.0,6817943808.0,256.0,20329791488.0,0.0,0.0,244115636224.0,244115636224.0,0.0,743066697728.0,743066697728.0,0.0,20329791488.0,20329791488.0,13511847680.0,6817944064,20329791488,6817944064,20329791488,244115636224,244115636224,743066697728,lf.log_save_eval,7,2,5
0.0,13568675840.0,13568675840.0,13635784704.0,67108864.0,20329791488.0,0.0,0.0,244056316781.7143,244056316781.7143,149796.57142857142,743065480630.8572,743065330834.2858,0.0,20329791488.0,20329791488.0,6694006784.0,13635784704,20329791488,13635784704,20329791488,244115636224,244115636224,743066697728,lf.optimizer.step,12,7,5
0.0,13568675840.0,13568675840.0,13568675840.0,0.0,20329791488.0,0.0,0.0,244115636224.0,244115636224.0,0.0,743066697728.0,743066697728.0,0.0,20329791488.0,20329791488.0,6761115648.0,13568675840,20329791488,13568675840,20329791488,244115636224,244115636224,743066697728,lf.scheduler.step,6,1,5
6750732800.0,13568676352.0,6817943552.0,15160473088.0,8342529536.0,20329791488.0,0.0,18874368.0,244115636224.0,244096761856.0,0.0,743065452544.0,743065452544.0,0.0,20329791488.0,20329791488.0,5169318400.0,15160473088,20329791488,15160473088,20329791488,244115636224,244115636224,743065452544,lf.step.total,6,1,5
3422493696.0,13604360704.0,10181867008.0,15160473088.0,4978606080.0,20329791488.0,0.0,0.0,244115636224.0,244115636224.0,0.0,743065452544.0,743065452544.0,0.0,20329791488.0,20329791488.0,5169318400.0,15160473088,20329791488,15160473088,20329791488,244115636224,244115636224,743065452544,step.backward,6,1,5
3363923456.0,10181867008.0,6817943552.0,13932623872.0,7114680320.0,20329791488.0,0.0,18874368.0,244115636224.0,244096761856.0,0.0,743065452544.0,743065452544.0,0.0,20329791488.0,20329791488.0,6397167616.0,13932623872,20329791488,13932623872,20329791488,244115636224,244115636224,743065452544,step.forward,6,1,5
